index,B27001_029E,state,county,tract,block group,B25024_010E,B27001_054E,B03002_004E,B15003_009E,B23025_005E,B19001_017E,B01001_027E,B25044_001E,B25064_001E,B15003_011E,B01001_021E,B27001_048E,B27001_014E,B25024_001E,B16004_017E,B19055_002E,B27001_005E,B03002_001E,B01001_024E,B16004_012E,B27001_045E,B19301_001E,B16004_057E,B27001_026E,B01001_045E,B16004_066E,B01001_003E,B27001_020E,B16004_045E,B03002_006E,B15003_015E,B15003_004E,B15003_014E,B15003_006E,B01001_048E,B16004_040E,B25077_001E,B16004_067E,B16004_007E,B11005_005E,B16004_052E,B27001_036E,C24010_068E,C24010_038E,B15003_005E,B16004_030E,B03002_012E,B03002_005E,B27001_001E,B25003_003E,B15003_013E,B17021_002E,B25002_003E,C24010_032E,B01001_023E,B16004_029E,B11001_006E,B25010_001E,B25002_001E,B01001_025E,B27001_011E,B16004_013E,B01002_001E,B19055_001E,B25044_003E,B01001_049E,B15003_002E,B16004_001E,B16004_035E,B16004_022E,B15003_001E,B19001_001E,B01001_001E,B27001_023E,B16004_008E,B01001_020E,B16004_018E,B15003_010E,C24010_055E,B11005_003E,B25044_010E,B27001_039E,B16004_061E,B27001_017E,B16004_023E,B16004_056E,B01001_046E,B16004_044E,B01001_022E,B15003_003E,B27001_033E,B01001_044E,B16004_051E,B15003_008E,B11001_001E,B15003_012E,B01001_026E,B25003_001E,B27001_042E,B27001_051E,B27001_008E,C24010_001E,B27001_057E,B23025_003E,B15003_016E,B15003_007E,B16004_039E,B17021_001E,C24010_019E,B16004_062E,B16004_034E,B01001_047E,bg_fips,tract_fips,country_fips,county_fips,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry
484530013031,0.0,48,453,001303,1,0.0,0.0,26.0,0.0,24.0,163.0,25.0,1122.0,1903.0,0.0,49.0,0.0,23.0,1515.0,0.0,183.0,0.0,1833.0,0.0,0.0,14.0,86607.0,0.0,0.0,41.0,0.0,0.0,34.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,498500.0,0.0,0.0,14.0,0.0,0.0,0.0,584.0,0.0,0.0,332.0,0.0,5083.0,681.0,0.0,104.0,393.0,16.0,0.0,0.0,30.0,1.63,1515.0,0.0,0.0,0.0,35.9,1122.0,23.0,0.0,0.0,1808.0,0.0,0.0,1622.0,1122.0,1833.0,0.0,0.0,29.0,0.0,0.0,11.0,64.0,15.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,23.0,0.0,0.0,1122.0,0.0,911.0,1122.0,64.0,0.0,0.0,1325.0,0.0,1349.0,0.0,0.0,0.0,1833.0,105.0,0.0,0.0,44.0,484530013031,48453001303,48453,48453,48,453,001303,1,1500000US484530013031,484530013031,1,BG,710768,43869,"POLYGON ((-97.76888099999999 30.261681, -97.768315 30.261777, -97.765372 30.265031, -97.764285 30.265483, -97.761034 30.267268, -97.76065699999999 30.267526, -97.755984 30.26542, -97.75449499999999 30.264975, -97.754589 30.264816, -97.75707299999999 30.260608, -97.761494 30.261992, -97.76232 30.261184, -97.76475099999999 30.257778, -97.77023 30.260168, -97.76888099999999 30.261681))"
484530013032,0.0,48,453,001303,2,0.0,0.0,58.0,19.0,70.0,222.0,56.0,1517.0,1678.0,0.0,3.0,0.0,23.0,1872.0,0.0,134.0,0.0,2438.0,0.0,0.0,14.0,76479.0,0.0,0.0,60.0,0.0,66.0,34.0,0.0,44.0,123.0,16.0,101.0,0.0,14.0,0.0,567300.0,0.0,0.0,0.0,0.0,0.0,0.0,839.0,0.0,0.0,582.0,0.0,5083.0,1152.0,48.0,361.0,355.0,0.0,17.0,0.0,19.0,1.57,1872.0,1.0,0.0,0.0,35.8,1517.0,0.0,21.0,2.0,2316.0,0.0,0.0,2132.0,1517.0,2438.0,0.0,0.0,18.0,0.0,1.0,65.0,141.0,266.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,15.0,0.0,0.0,1517.0,34.0,1193.0,1517.0,64.0,0.0,0.0,1685.0,0.0,1755.0,0.0,0.0,0.0,2428.0,10.0,0.0,0.0,1.0,484530013032,48453001303,48453,48453,48,453,001303,2,1500000US484530013032,484530013032,2,BG,635009,0,"POLYGON ((-97.76475099999999 30.257778, -97.76232 30.261184, -97.761494 30.261992, -97.75707299999999 30.260608, -97.76212799999999 30.2522, -97.764837 30.249181, -97.764701 30.250904, -97.76777199999999 30.253001, -97.76475099999999 30.257778))"
484530013033,0.0,48,453,001303,3,0.0,0.0,0.0,0.0,0.0,127.0,37.0,387.0,2161.0,0.0,9.0,0.0,23.0,431.0,0.0,93.0,0.0,822.0,0.0,0.0,14.0,82763.0,0.0,0.0,8.0,0.0,41.0,34.0,0.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,705700.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0,0.0,169.0,0.0,5083.0,42.0,0.0,18.0,44.0,0.0,0.0,0.0,0.0,2.12,431.0,0.0,0.0,0.0,47.8,387.0,14.0,14.0,0.0,744.0,0.0,0.0,670.0,387.0,822.0,0.0,0.0,33.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,387.0,0.0,416.0,387.0,64.0,0.0,0.0,525.0,0.0,525.0,0.0,0.0,0.0,822.0,32.0,0.0,0.0,0.0,484530013033,48453001303,48453,48453,48,453,001303,3,1500000US484530013033,484530013033,3,BG,350515,0,"POLYGON ((-97.77226399999999 30.259345, -97.770067 30.261303, -97.76888099999999 30.261681, -97.77023 30.260168, -97.76475099999999 30.257778, -97.76777199999999 30.253001, -97.771474 30.255647, -97.77109799999999 30.256827, -97.772819 30.257992, -97.77226399999999 30.259345))"
484530013041,0.0,48,453,001304,1,0.0,0.0,18.0,0.0,11.0,199.0,22.0,795.0,1605.0,0.0,18.0,8.0,94.0,806.0,0.0,57.0,0.0,1444.0,0.0,0.0,8.0,69599.0,0.0,11.0,11.0,0.0,33.0,8.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,571000.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,319.0,0.0,4593.0,453.0,0.0,60.0,11.0,12.0,19.0,0.0,0.0,1.82,806.0,0.0,0.0,0.0,34.4,795.0,0.0,0.0,0.0,1389.0,0.0,0.0,1255.0,795.0,1444.0,0.0,0.0,33.0,0.0,0.0,76.0,68.0,48.0,1.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,795.0,0.0,550.0,795.0,94.0,0.0,53.0,1193.0,0.0,1204.0,0.0,0.0,11.0,1444.0,48.0,0.0,0.0,0.0,484530013041,48453001304,48453,48453,48,453,001304,1,1500000US484530013041,484530013041,1,BG,648074,0,"POLYGON ((-97.77918299999999 30.240275, -97.77618699999999 30.245072, -97.77718299999999 30.246924, -97.769947 30.248413, -97.76898399999999 30.246016, -97.770037 30.244912, -97.771266 30.242702, -97.773096 30.237401, -97.776859 30.239109, -97.77918299999999 30.240275))"
484530013042,0.0,48,453,001304,2,0.0,0.0,1.0,0.0,1.0,211.0,70.0,576.0,1582.0,1.0,0.0,8.0,94.0,595.0,0.0,106.0,0.0,1363.0,26.0,0.0,8.0,82378.0,0.0,11.0,1.0,0.0,25.0,8.0,0.0,70.0,0.0,0.0,0.0,0.0,23.0,0.0,794200.0,0.0,0.0,48.0,0.0,0.0,0.0,382.0,0.0,0.0,52.0,0.0,4593.0,107.0,18.0,33.0,19.0,0.0,13.0,0.0,48.0,2.35,595.0,0.0,0.0,0.0,38.2,576.0,0.0,18.0,0.0,1268.0,0.0,0.0,1101.0,576.0,1363.0,0.0,0.0,0.0,0.0,0.0,1.0,142.0,0.0,1.0,0.0,137.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0,601.0,576.0,94.0,0.0,53.0,854.0,0.0,855.0,25.0,0.0,0.0,1362.0,123.0,0.0,0.0,0.0,484530013042,48453001304,48453,48453,48,453,001304,2,1500000US484530013042,484530013042,2,BG,343617,0,"POLYGON ((-97.775291 30.256859, -97.772819 30.257992, -97.77109799999999 30.256827, -97.771474 30.255647, -97.76777199999999 30.253001, -97.76930999999999 30.250546, -97.773456 30.252631, -97.77704299999999 30.254729, -97.775291 30.256859))"
484530013043,0.0,48,453,001304,3,0.0,0.0,35.0,0.0,32.0,102.0,20.0,414.0,1469.0,0.0,37.0,8.0,94.0,442.0,0.0,49.0,0.0,933.0,0.0,0.0,8.0,63136.0,0.0,11.0,0.0,0.0,80.0,8.0,0.0,10.0,49.0,0.0,79.0,0.0,0.0,0.0,635400.0,0.0,0.0,59.0,0.0,0.0,0.0,160.0,0.0,0.0,203.0,0.0,4593.0,174.0,0.0,10.0,28.0,0.0,0.0,0.0,49.0,2.25,442.0,0.0,0.0,0.0,39.1,414.0,25.0,10.0,0.0,833.0,0.0,0.0,705.0,414.0,933.0,0.0,0.0,0.0,0.0,0.0,13.0,162.0,10.0,1.0,10.0,137.0,0.0,0.0,12.0,0.0,18.0,0.0,0.0,37.0,0.0,0.0,414.0,0.0,327.0,414.0,94.0,0.0,53.0,519.0,0.0,551.0,0.0,0.0,0.0,933.0,44.0,0.0,0.0,0.0,484530013043,48453001304,48453,48453,48,453,001304,3,1500000US484530013043,484530013043,3,BG,363059,0,"POLYGON ((-97.779056 30.252052, -97.77704299999999 30.254729, -97.773456 30.252631, -97.77718299999999 30.246924, -97.77868199999999 30.246156, -97.78128199999999 30.248268, -97.779056 30.252052))"
484530013044,0.0,48,453,001304,4,0.0,0.0,0.0,0.0,10.0,90.0,33.0,426.0,1420.0,0.0,46.0,8.0,94.0,446.0,0.0,38.0,0.0,853.0,0.0,0.0,8.0,66221.0,0.0,11.0,25.0,0.0,0.0,8.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,614000.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0,0.0,161.0,0.0,4593.0,199.0,0.0,60.0,20.0,6.0,16.0,0.0,0.0,2.0,446.0,0.0,0.0,0.0,38.4,426.0,0.0,0.0,0.0,820.0,0.0,0.0,735.0,426.0,853.0,0.0,0.0,0.0,0.0,0.0,19.0,77.0,33.0,1.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,0.0,349.0,426.0,94.0,0.0,53.0,623.0,0.0,633.0,0.0,0.0,0.0,853.0,47.0,0.0,0.0,0.0,484530013044,48453001304,48453,48453,48,453,001304,4,1500000US484530013044,484530013044,4,BG,473236,0,"POLYGON ((-97.773456 30.252631, -97.76930999999999 30.250546, -97.76777199999999 30.253001, -97.764701 30.250904, -97.764837 30.249181, -97.76898399999999 30.246016, -97.769947 30.248413, -97.77718299999999 30.246924, -97.773456 30.252631))"
484530013051,0.0,48,453,001305,1,0.0,0.0,27.0,0.0,13.0,145.0,0.0,851.0,1598.0,0.0,0.0,54.0,154.0,912.0,0.0,0.0,0.0,1322.0,0.0,0.0,39.0,104211.0,0.0,0.0,0.0,0.0,14.0,58.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1019700.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,0.0,0.0,226.0,0.0,5616.0,770.0,0.0,153.0,61.0,99.0,0.0,0.0,0.0,1.55,912.0,0.0,35.0,0.0,31.5,851.0,0.0,0.0,0.0,1308.0,0.0,0.0,1218.0,851.0,1322.0,0.0,0.0,26.0,0.0,0.0,0.0,12.0,20.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,851.0,0.0,616.0,851.0,114.0,0.0,0.0,1099.0,0.0,1112.0,0.0,0.0,0.0,1322.0,126.0,0.0,0.0,0.0,484530013051,48453001305,48453,48453,48,453,001305,1,1500000US484530013051,484530013051,1,BG,1106338,65346,"POLYGON ((-97.754589 30.264816, -97.75449499999999 30.264975, -97.75265399999999 30.264568, -97.75203599999999 30.264186, -97.74973199999999 30.263589, -97.74861399999999 30.263164, -97.747603 30.262773, -97.74517499999999 30.261651, -97.74865299999999 30.252273, -97.751881 30.249689, -97.75490699999999 30.250025, -97.75428099999999 30.251504, -97.756845 30.253835, -97.75348199999999 30.259584, -97.75707299999999 30.260608, -97.754589 30.264816))"
484530013052,0.0,48,453,001305,2,0.0,0.0,416.0,0.0,69.0,145.0,210.0,725.0,1168.0,26.0,56.0,54.0,154.0,846.0,0.0,193.0,0.0,1762.0,0.0,0.0,39.0,53703.0,0.0,0.0,0.0,0.0,36.0,58.0,0.0,12.0,0.0,0.0,25.0,0.0,0.0,0.0,506600.0,0.0,0.0,152.0,0.0,0.0,0.0,356.0,0.0,0.0,413.0,0.0,5616.0,322.0,30.0,291.0,121.0,0.0,0.0,0.0,168.0,2.43,846.0,25.0,35.0,0.0,36.7,725.0,0.0,28.0,0.0,1516.0,0.0,0.0,1356.0,725.0,1762.0,0.0,0.0,0.0,0.0,0.0,69.0,235.0,99.0,0.0,0.0,26.0,0.0,0.0,17.0,0.0,30.0,0.0,0.0,0.0,56.0,0.0,725.0,28.0,929.0,725.0,114.0,0.0,0.0,895.0,0.0,964.0,0.0,0.0,0.0,1762.0,27.0,0.0,0.0,26.0,484530013052,48453001305,48453,48453,48,453,001305,2,1500000US484530013052,484530013052,2,BG,611067,0,"POLYGON ((-97.76898399999999 30.246016, -97.764837 30.249181, -97.76379799999999 30.249937, -97.75582399999999 30.247448, -97.758853 30.242629, -97.75962199999999 30.242111, -97.76858199999999 30.245501, -97.76898399999999 30.246016))"
484530013053,0.0,48,453,001305,3,0.0,0.0,21.0,0.0,30.0,102.0,12.0,792.0,1441.0,0.0,18.0,54.0,154.0,915.0,0.0,49.0,0.0,1288.0,0.0,0.0,39.0,54834.0,0.0,0.0,2.0,0.0,77.0,58.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,596600.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,239.0,0.0,5616.0,359.0,0.0,195.0,123.0,19.0,0.0,0.0,16.0,1.58,915.0,0.0,35.0,0.0,35.7,792.0,19.0,2.0,0.0,1199.0,0.0,0.0,984.0,792.0,1288.0,0.0,0.0,0.0,0.0,0.0,99.0,74.0,34.0,0.0,0.0,26.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,0.0,662.0,792.0,114.0,0.0,0.0,874.0,0.0,904.0,0.0,0.0,0.0,1259.0,13.0,0.0,0.0,0.0,484530013053,48453001305,48453,48453,48,453,001305,3,1500000US484530013053,484530013053,3,BG,655708,0,"POLYGON ((-97.758853 30.242629, -97.75582399999999 30.247448, -97.75490699999999 30.250025, -97.751881 30.249689, -97.74865299999999 30.252273, -97.749105 30.251116, -97.752172 30.24291, -97.75243399999999 30.241923, -97.75282299999999 30.239906, -97.753519 30.23876, -97.756452 30.240587, -97.75962199999999 30.242111, -97.758853 30.242629))"
484530013054,0.0,48,453,001305,4,0.0,0.0,0.0,0.0,30.0,145.0,24.0,602.0,1843.0,0.0,83.0,54.0,154.0,724.0,0.0,108.0,0.0,1272.0,0.0,0.0,39.0,68554.0,0.0,0.0,54.0,0.0,10.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633500.0,0.0,0.0,63.0,0.0,0.0,0.0,398.0,0.0,0.0,204.0,0.0,5616.0,198.0,0.0,25.0,122.0,0.0,0.0,0.0,63.0,2.11,724.0,0.0,35.0,0.0,49.2,602.0,0.0,0.0,0.0,1238.0,0.0,0.0,1087.0,602.0,1272.0,0.0,0.0,0.0,0.0,0.0,16.0,135.0,18.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,14.0,0.0,0.0,602.0,0.0,580.0,602.0,114.0,0.0,0.0,966.0,0.0,996.0,0.0,0.0,0.0,1272.0,82.0,0.0,0.0,0.0,484530013054,48453001305,48453,48453,48,453,001305,4,1500000US484530013054,484530013054,4,BG,701540,0,"POLYGON ((-97.764837 30.249181, -97.76212799999999 30.2522, -97.75707299999999 30.260608, -97.75348199999999 30.259584, -97.756845 30.253835, -97.75428099999999 30.251504, -97.75490699999999 30.250025, -97.75582399999999 30.247448, -97.76379799999999 30.249937, -97.764837 30.249181))"
484530013071,0.0,48,453,001307,1,11.0,0.0,42.0,7.0,18.0,55.0,0.0,567.0,1085.0,0.0,31.0,0.0,58.0,600.0,0.0,83.0,72.0,869.0,9.0,0.0,26.0,75761.0,0.0,0.0,18.0,0.0,10.0,26.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,366100.0,0.0,0.0,8.0,0.0,0.0,8.0,335.0,0.0,8.0,212.0,0.0,3726.0,410.0,9.0,120.0,33.0,0.0,6.0,12.0,15.0,1.5,600.0,6.0,38.0,0.0,37.2,567.0,22.0,19.0,12.0,859.0,0.0,0.0,793.0,567.0,869.0,0.0,0.0,0.0,0.0,0.0,101.0,25.0,11.0,104.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,7.0,139.0,0.0,9.0,15.0,567.0,12.0,463.0,567.0,38.0,12.0,78.0,641.0,7.0,659.0,0.0,3.0,0.0,869.0,94.0,0.0,0.0,18.0,484530013071,48453001307,48453,48453,48,453,001307,1,1500000US484530013071,484530013071,1,BG,645702,0,"POLYGON ((-97.77566 30.230012, -97.774424 30.233623, -97.773269 30.233477, -97.77198399999999 30.234642, -97.77130299999999 30.236816, -97.770866 30.236677, -97.76848 30.235529, -97.769481 30.233725, -97.765998 30.232011, -97.766802 30.230729, -97.769672 30.226185, -97.771755 30.227112, -97.77655999999999 30.227266, -97.77566 30.230012))"
484530013072,0.0,48,453,001307,2,29.0,0.0,0.0,0.0,26.0,33.0,0.0,319.0,1181.0,0.0,0.0,0.0,58.0,342.0,0.0,68.0,72.0,667.0,2.0,0.0,26.0,59193.0,0.0,0.0,9.0,0.0,22.0,26.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,459900.0,0.0,0.0,6.0,2.0,0.0,0.0,142.0,0.0,0.0,376.0,0.0,3726.0,102.0,0.0,17.0,23.0,0.0,0.0,17.0,36.0,2.07,342.0,0.0,38.0,0.0,44.6,319.0,40.0,0.0,21.0,645.0,0.0,0.0,584.0,319.0,667.0,0.0,0.0,9.0,0.0,0.0,54.0,35.0,0.0,104.0,0.0,9.0,0.0,0.0,32.0,0.0,13.0,0.0,139.0,2.0,2.0,0.0,319.0,0.0,222.0,319.0,38.0,12.0,78.0,494.0,7.0,520.0,0.0,0.0,0.0,664.0,36.0,0.0,0.0,0.0,484530013072,48453001307,48453,48453,48,453,001307,2,1500000US484530013072,484530013072,2,BG,456963,0,"POLYGON ((-97.76915099999999 30.243572, -97.770037 30.244912, -97.76898399999999 30.246016, -97.76858199999999 30.245501, -97.75962199999999 30.242111, -97.762102 30.238203, -97.762952 30.23844, -97.76854999999999 30.240863, -97.770557 30.24167, -97.76915099999999 30.243572))"
484530013073,0.0,48,453,001307,3,52.0,0.0,161.0,0.0,9.0,184.0,179.0,1029.0,1259.0,0.0,47.0,0.0,58.0,1188.0,0.0,144.0,72.0,2190.0,8.0,0.0,26.0,45850.0,0.0,0.0,20.0,0.0,104.0,26.0,0.0,171.0,0.0,0.0,0.0,0.0,27.0,0.0,477500.0,0.0,0.0,93.0,0.0,0.0,21.0,584.0,0.0,0.0,641.0,0.0,3726.0,616.0,0.0,532.0,159.0,43.0,6.0,0.0,109.0,2.13,1188.0,0.0,38.0,0.0,30.2,1029.0,8.0,13.0,0.0,1907.0,0.0,0.0,1506.0,1029.0,2190.0,0.0,0.0,11.0,0.0,0.0,155.0,177.0,147.0,104.0,6.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,139.0,11.0,0.0,6.0,1029.0,22.0,1067.0,1029.0,38.0,12.0,78.0,1218.0,7.0,1227.0,11.0,0.0,8.0,2166.0,99.0,27.0,0.0,0.0,484530013073,48453001307,48453,48453,48,453,001307,3,1500000US484530013073,484530013073,3,BG,691218,0,"POLYGON ((-97.774424 30.233623, -97.773096 30.237401, -97.771266 30.242702, -97.770037 30.244912, -97.76915099999999 30.243572, -97.770557 30.24167, -97.76854999999999 30.240863, -97.762952 30.23844, -97.762102 30.238203, -97.764844 30.233822, -97.76573399999999 30.23241, -97.765998 30.232011, -97.769481 30.233725, -97.76848 30.235529, -97.770866 30.236677, -97.77130299999999 30.236816, -97.77198399999999 30.234642, -97.773269 30.233477, -97.774424 30.233623))"
484530013081,6.0,48,453,001308,1,0.0,0.0,0.0,0.0,8.0,25.0,19.0,250.0,1867.0,0.0,12.0,0.0,96.0,250.0,0.0,80.0,0.0,510.0,15.0,0.0,86.0,44645.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,33.0,0.0,357500.0,0.0,0.0,15.0,0.0,0.0,0.0,123.0,0.0,0.0,95.0,0.0,3054.0,70.0,15.0,14.0,0.0,0.0,20.0,0.0,55.0,2.04,250.0,6.0,0.0,0.0,46.6,250.0,0.0,10.0,0.0,491.0,0.0,0.0,429.0,250.0,510.0,16.0,0.0,15.0,0.0,0.0,73.0,46.0,0.0,42.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,11.0,0.0,0.0,250.0,33.0,239.0,250.0,80.0,24.0,0.0,253.0,0.0,261.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,484530013081,48453001308,48453,48453,48,453,001308,1,1500000US484530013081,484530013081,1,BG,314190,0,"POLYGON ((-97.764844 30.233822, -97.762102 30.238203, -97.756365 30.235508, -97.758894 30.23175, -97.76223999999999 30.233368, -97.764844 30.233822))"
484530013082,6.0,48,453,001308,2,0.0,0.0,35.0,0.0,0.0,35.0,0.0,264.0,1078.0,0.0,21.0,0.0,96.0,289.0,0.0,21.0,0.0,585.0,0.0,0.0,86.0,40621.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312500.0,0.0,0.0,0.0,0.0,0.0,14.0,216.0,0.0,0.0,258.0,0.0,3054.0,163.0,0.0,64.0,25.0,0.0,0.0,8.0,0.0,2.22,289.0,0.0,0.0,0.0,34.0,264.0,0.0,0.0,0.0,585.0,0.0,0.0,448.0,264.0,585.0,16.0,0.0,0.0,0.0,0.0,96.0,38.0,25.0,42.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,0.0,0.0,264.0,0.0,327.0,264.0,80.0,24.0,0.0,434.0,0.0,434.0,0.0,0.0,0.0,585.0,30.0,0.0,0.0,0.0,484530013082,48453001308,48453,48453,48,453,001308,2,1500000US484530013082,484530013082,2,BG,175368,0,"POLYGON ((-97.764844 30.233822, -97.76223999999999 30.233368, -97.758894 30.23175, -97.76020799999999 30.22965, -97.761191 30.228058, -97.76253199999999 30.22869, -97.76183399999999 30.230309, -97.76573399999999 30.23241, -97.764844 30.233822))"
484530013083,6.0,48,453,001308,3,0.0,0.0,24.0,0.0,52.0,50.0,0.0,748.0,1559.0,0.0,0.0,0.0,96.0,766.0,0.0,17.0,0.0,1283.0,0.0,0.0,86.0,47330.0,0.0,0.0,0.0,0.0,19.0,10.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,372200.0,0.0,0.0,25.0,0.0,0.0,0.0,585.0,0.0,0.0,189.0,0.0,3054.0,665.0,0.0,164.0,18.0,0.0,0.0,8.0,56.0,1.72,766.0,0.0,0.0,0.0,29.4,748.0,5.0,0.0,9.0,1264.0,0.0,0.0,1034.0,748.0,1283.0,16.0,0.0,0.0,0.0,0.0,50.0,25.0,14.0,42.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,748.0,0.0,679.0,748.0,80.0,24.0,0.0,1083.0,0.0,1135.0,0.0,0.0,0.0,1283.0,100.0,0.0,0.0,0.0,484530013083,48453001308,48453,48453,48,453,001308,3,1500000US484530013083,484530013083,3,BG,498115,0,"POLYGON ((-97.766802 30.230729, -97.765998 30.232011, -97.76573399999999 30.23241, -97.76183399999999 30.230309, -97.76253199999999 30.22869, -97.761191 30.228058, -97.763598 30.223409, -97.76417099999999 30.22248, -97.769672 30.226185, -97.766802 30.230729))"
484530013084,6.0,48,453,001308,4,0.0,0.0,11.0,0.0,8.0,47.0,8.0,404.0,1216.0,9.0,9.0,0.0,96.0,443.0,0.0,48.0,0.0,676.0,10.0,0.0,86.0,55382.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,63.0,0.0,0.0,10.0,0.0,9.0,0.0,433300.0,0.0,0.0,10.0,0.0,0.0,0.0,186.0,0.0,0.0,210.0,0.0,3054.0,234.0,0.0,45.0,39.0,0.0,0.0,0.0,0.0,1.67,443.0,9.0,0.0,0.0,35.6,404.0,9.0,0.0,0.0,659.0,0.0,0.0,648.0,404.0,676.0,16.0,0.0,0.0,0.0,9.0,8.0,17.0,8.0,42.0,0.0,73.0,0.0,0.0,29.0,0.0,20.0,0.0,8.0,0.0,9.0,0.0,404.0,0.0,272.0,404.0,80.0,24.0,0.0,525.0,0.0,533.0,27.0,0.0,0.0,676.0,57.0,0.0,0.0,0.0,484530013084,48453001308,48453,48453,48,453,001308,4,1500000US484530013084,484530013084,4,BG,318307,0,"POLYGON ((-97.75962199999999 30.242111, -97.756452 30.240587, -97.753519 30.23876, -97.75488799999999 30.237206, -97.756365 30.235508, -97.762102 30.238203, -97.75962199999999 30.242111))"
484530014011,0.0,48,453,001401,1,0.0,0.0,33.0,0.0,75.0,103.0,0.0,1131.0,1830.0,0.0,13.0,0.0,51.0,1312.0,0.0,69.0,10.0,1871.0,0.0,0.0,0.0,62561.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,25.0,0.0,0.0,0.0,764.0,0.0,0.0,253.0,11.0,3067.0,881.0,0.0,107.0,181.0,0.0,0.0,0.0,33.0,1.65,1312.0,0.0,0.0,0.0,31.0,1131.0,0.0,0.0,0.0,1871.0,0.0,0.0,1430.0,1131.0,1871.0,20.0,0.0,46.0,0.0,0.0,31.0,44.0,49.0,0.0,0.0,26.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1131.0,0.0,871.0,1131.0,63.0,0.0,0.0,1571.0,0.0,1646.0,0.0,0.0,0.0,1871.0,45.0,0.0,0.0,43.0,484530014011,48453001401,48453,48453,48,453,001401,1,1500000US484530014011,484530014011,1,BG,658046,114078,"POLYGON ((-97.74865299999999 30.252273, -97.74517499999999 30.261651, -97.742814 30.25971, -97.74050099999999 30.254175, -97.740521 30.250777, -97.74177499999999 30.24945, -97.74201099999999 30.248885, -97.744581 30.249259, -97.745661 30.248192, -97.747832 30.248967, -97.749105 30.251116, -97.74865299999999 30.252273))"
