index,B01001_001E,state,county,tract,block group,B16004_035E,B15003_010E,B16004_034E,B27001_045E,B15003_001E,C24010_001E,B15003_008E,B16004_062E,B16004_023E,B19001_001E,B16004_022E,B01001_020E,B15003_003E,B27001_054E,B19001_017E,B16004_057E,B15003_016E,B16004_044E,B25002_001E,B01001_003E,B27001_042E,B16004_039E,B25002_003E,B27001_017E,B27001_001E,B16004_013E,B15003_015E,B25003_003E,B01002_001E,B27001_005E,B16004_052E,B16004_012E,B01001_026E,B16004_017E,B16004_040E,B15003_005E,B23025_005E,B27001_026E,B27001_014E,B27001_048E,B27001_036E,B16004_029E,B16004_001E,B16004_007E,B01001_022E,B16004_045E,C24010_055E,B27001_039E,B01001_046E,B01001_027E,B11005_005E,B11005_003E,C24010_019E,B11001_001E,B23025_003E,B15003_006E,B03002_005E,B01001_024E,B25044_003E,B25003_001E,B03002_001E,C24010_068E,B03002_006E,B01001_049E,B15003_002E,B15003_004E,B25024_001E,B16004_056E,B01001_021E,B03002_004E,B11001_006E,C24010_038E,B15003_014E,B27001_011E,B01001_047E,B01001_023E,B27001_051E,B15003_009E,B15003_011E,B25024_010E,B01001_044E,B16004_030E,B03002_012E,B17021_002E,C24010_032E,B27001_023E,B17021_001E,B15003_012E,B25064_001E,B19055_001E,B19055_002E,B16004_051E,B27001_033E,B16004_061E,B15003_007E,B01001_045E,B25044_001E,B16004_066E,B25077_001E,B27001_020E,B16004_018E,B27001_057E,B01001_048E,B16004_067E,B19301_001E,B01001_025E,B25010_001E,B25044_010E,B27001_008E,B16004_008E,B27001_029E,B15003_013E,bg_fips,tract_fips,country_fips,county_fips,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry
484530017383,1240.0,48,453,001738,3,0.0,0.0,0.0,33.0,881.0,690.0,0.0,0.0,0.0,428.0,0.0,13.0,0.0,0.0,83.0,0.0,10.0,0.0,465.0,79.0,22.0,0.0,37.0,0.0,6669.0,0.0,0.0,24.0,39.3,0.0,0.0,0.0,627.0,0.0,0.0,0.0,19.0,0.0,19.0,50.0,43.0,17.0,1131.0,0.0,23.0,0.0,14.0,27.0,37.0,30.0,0.0,138.0,22.0,428.0,709.0,0.0,0.0,11.0,11.0,428.0,1240.0,0.0,72.0,0.0,0.0,0.0,465.0,0.0,0.0,15.0,12.0,287.0,12.0,0.0,11.0,9.0,37.0,0.0,0.0,0.0,0.0,0.0,321.0,93.0,46.0,48.0,1240.0,0.0,1614.0,428.0,120.0,0.0,0.0,0.0,17.0,0.0,428.0,0.0,247000.0,15.0,0.0,0.0,10.0,0.0,56051.0,0.0,2.89,0.0,0.0,0.0,0.0,15.0,484530017383,48453001738,48453,48453,48,453,001738,3,1500000US484530017383,484530017383,3,BG,624532,456,"POLYGON ((-97.874185 30.21751, -97.87309399999999 30.222583, -97.869421 30.224852, -97.868674 30.22584, -97.86258199999999 30.222816, -97.86647499999999 30.221188, -97.869569 30.219196, -97.873476 30.213664, -97.875884 30.214557, -97.874185 30.21751))"
484530017384,2840.0,48,453,001738,4,0.0,0.0,0.0,33.0,1867.0,1493.0,0.0,0.0,0.0,1067.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1067.0,89.0,22.0,0.0,0.0,0.0,6669.0,0.0,0.0,147.0,38.1,0.0,0.0,0.0,1488.0,0.0,0.0,0.0,59.0,0.0,19.0,50.0,43.0,15.0,2586.0,0.0,30.0,0.0,83.0,27.0,23.0,165.0,119.0,500.0,58.0,1067.0,1552.0,0.0,9.0,0.0,41.0,1067.0,2840.0,0.0,0.0,39.0,0.0,0.0,1067.0,0.0,55.0,0.0,68.0,696.0,18.0,0.0,0.0,18.0,37.0,0.0,0.0,0.0,10.0,0.0,749.0,44.0,0.0,48.0,2840.0,0.0,2001.0,1067.0,168.0,0.0,0.0,0.0,0.0,41.0,1067.0,0.0,233400.0,15.0,0.0,0.0,18.0,0.0,40274.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,484530017384,48453001738,48453,48453,48,453,001738,4,1500000US484530017384,484530017384,4,BG,1244165,0,"POLYGON ((-97.875884 30.214557, -97.873476 30.213664, -97.869569 30.219196, -97.86647499999999 30.221188, -97.86258199999999 30.222816, -97.857805 30.220504, -97.86142099999999 30.217934, -97.865977 30.210909, -97.868714 30.209158, -97.86941999999999 30.207873, -97.87095099999999 30.208637, -97.87414199999999 30.211406, -97.876357 30.211727, -97.875884 30.214557))"
484530017385,917.0,48,453,001738,5,0.0,0.0,0.0,33.0,683.0,449.0,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,468.0,0.0,22.0,0.0,0.0,0.0,6669.0,0.0,0.0,226.0,42.5,0.0,0.0,0.0,577.0,0.0,0.0,0.0,0.0,0.0,19.0,50.0,43.0,0.0,875.0,0.0,0.0,0.0,0.0,27.0,0.0,42.0,50.0,96.0,0.0,468.0,449.0,0.0,0.0,0.0,0.0,468.0,917.0,0.0,15.0,67.0,0.0,0.0,468.0,0.0,0.0,0.0,50.0,220.0,0.0,0.0,17.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,245.0,78.0,24.0,48.0,917.0,23.0,732.0,468.0,92.0,0.0,0.0,0.0,0.0,42.0,468.0,0.0,244600.0,15.0,0.0,0.0,0.0,0.0,44048.0,0.0,1.96,84.0,0.0,0.0,0.0,0.0,484530017385,48453001738,48453,48453,48,453,001738,5,1500000US484530017385,484530017385,5,BG,1074695,0,"POLYGON ((-97.868714 30.209158, -97.865977 30.210909, -97.86142099999999 30.217934, -97.857805 30.220504, -97.850955 30.217178, -97.847223 30.217579, -97.845883 30.216926, -97.845399 30.216635, -97.84679 30.216691, -97.84811599999999 30.216771, -97.84972999999999 30.216706, -97.851558 30.21615, -97.853201 30.215209, -97.85503 30.214034, -97.85749799999999 30.212087, -97.86115599999999 30.208182, -97.861645 30.208469, -97.86941999999999 30.207873, -97.868714 30.209158))"
484530017401,2391.0,48,453,001740,1,0.0,0.0,0.0,40.0,1652.0,1392.0,0.0,0.0,0.0,1075.0,0.0,20.0,0.0,0.0,17.0,0.0,0.0,0.0,1075.0,40.0,153.0,0.0,0.0,41.0,4475.0,0.0,0.0,673.0,29.7,0.0,0.0,0.0,1442.0,0.0,0.0,0.0,64.0,0.0,25.0,36.0,59.0,20.0,2280.0,0.0,0.0,0.0,74.0,16.0,13.0,71.0,139.0,312.0,64.0,1075.0,1456.0,0.0,20.0,31.0,0.0,1075.0,2391.0,0.0,222.0,0.0,18.0,0.0,1075.0,0.0,0.0,138.0,163.0,770.0,0.0,96.0,20.0,16.0,0.0,0.0,0.0,0.0,13.0,0.0,498.0,249.0,13.0,7.0,2391.0,0.0,1259.0,1075.0,145.0,0.0,0.0,18.0,0.0,10.0,1075.0,0.0,236900.0,9.0,0.0,0.0,30.0,0.0,33179.0,0.0,2.22,18.0,70.0,0.0,0.0,0.0,484530017401,48453001740,48453,48453,48,453,001740,1,1500000US484530017401,484530017401,1,BG,2327202,0,"POLYGON ((-97.86686899999999 30.200995, -97.866298 30.202013, -97.86410000000001 30.204354, -97.86115599999999 30.208182, -97.860376 30.207638, -97.85790799999999 30.202376, -97.856532 30.200864, -97.84904899999999 30.197262, -97.842968 30.194284, -97.84980899999999 30.183523, -97.85296799999999 30.185199, -97.85637699999999 30.1884, -97.85988999999999 30.196152, -97.863671 30.199649, -97.865302 30.200589, -97.86634699999999 30.200949, -97.86686899999999 30.200995))"
484530017402,2084.0,48,453,001740,2,0.0,0.0,5.0,40.0,1377.0,1089.0,0.0,0.0,0.0,743.0,0.0,9.0,0.0,0.0,49.0,0.0,50.0,0.0,781.0,130.0,153.0,32.0,38.0,41.0,4475.0,0.0,14.0,112.0,38.5,0.0,0.0,0.0,942.0,0.0,0.0,0.0,42.0,0.0,25.0,36.0,59.0,0.0,1921.0,0.0,8.0,0.0,88.0,16.0,15.0,33.0,87.0,303.0,91.0,743.0,1131.0,0.0,0.0,15.0,0.0,743.0,2084.0,9.0,113.0,14.0,9.0,0.0,781.0,0.0,23.0,5.0,105.0,517.0,0.0,96.0,0.0,26.0,0.0,0.0,0.0,15.0,0.0,0.0,570.0,159.0,0.0,7.0,2084.0,0.0,1423.0,743.0,98.0,27.0,0.0,0.0,0.0,41.0,743.0,0.0,269300.0,9.0,0.0,0.0,22.0,0.0,36433.0,12.0,2.8,0.0,70.0,0.0,0.0,14.0,484530017402,48453001740,48453,48453,48,453,001740,2,1500000US484530017402,484530017402,2,BG,2396137,0,"POLYGON ((-97.86899199999999 30.196783, -97.86686899999999 30.200995, -97.86634699999999 30.200949, -97.865302 30.200589, -97.863671 30.199649, -97.85988999999999 30.196152, -97.85637699999999 30.1884, -97.85296799999999 30.185199, -97.84980899999999 30.183523, -97.85376099999999 30.177403, -97.856437 30.173189, -97.85805599999999 30.170828, -97.85981099999999 30.169097, -97.863456 30.169281, -97.86448299999999 30.170394, -97.85932 30.175744, -97.85845999999999 30.176932, -97.85843199999999 30.177437, -97.86176599999999 30.180204, -97.86354799999999 30.182203, -97.86389 30.183631, -97.862961 30.185457, -97.861548 30.186563, -97.86094799999999 30.18858, -97.862961 30.190602, -97.864802 30.190272, -97.86605299999999 30.190927, -97.86620599999999 30.192467, -97.865543 30.1947, -97.867706 30.195901, -97.86957099999999 30.195867, -97.86899199999999 30.196783))"
484530017411,2197.0,48,453,001741,1,0.0,0.0,0.0,43.0,1478.0,1032.0,0.0,0.0,0.0,904.0,0.0,24.0,0.0,0.0,87.0,0.0,39.0,0.0,1073.0,68.0,68.0,0.0,169.0,93.0,3793.0,0.0,0.0,205.0,43.7,0.0,0.0,0.0,1082.0,0.0,0.0,0.0,93.0,0.0,59.0,60.0,112.0,17.0,2129.0,0.0,0.0,0.0,36.0,45.0,25.0,0.0,61.0,313.0,12.0,904.0,1125.0,0.0,15.0,21.0,11.0,904.0,2197.0,0.0,187.0,15.0,0.0,0.0,1073.0,0.0,35.0,0.0,50.0,394.0,0.0,60.0,12.0,26.0,41.0,0.0,0.0,40.0,22.0,0.0,344.0,92.0,31.0,47.0,2197.0,0.0,1693.0,904.0,164.0,0.0,29.0,0.0,0.0,22.0,904.0,0.0,289400.0,82.0,0.0,0.0,0.0,0.0,47020.0,0.0,2.43,0.0,29.0,0.0,0.0,12.0,484530017411,48453001741,48453,48453,48,453,001741,1,1500000US484530017411,484530017411,1,BG,6159281,3826706,"POLYGON ((-97.96204899999999 30.382459, -97.95763799999999 30.387498, -97.95569499999999 30.38994, -97.95509299999999 30.391733, -97.95495299999999 30.393808, -97.94619299999999 30.3938, -97.94515299999999 30.394056, -97.944001 30.394664, -97.942611 30.396445, -97.940568 30.398074, -97.93975499999999 30.401259, -97.93745 30.40227, -97.932423 30.403108, -97.931074 30.402661, -97.92671399999999 30.403105, -97.92724699999999 30.405162, -97.92638699999999 30.407854, -97.926841 30.412123, -97.924632 30.412865, -97.92169199999999 30.416449, -97.92272799999999 30.417791, -97.922151 30.419348, -97.91940199999999 30.421676, -97.911563 30.423249, -97.91108699999999 30.422215, -97.907495 30.413983, -97.90401399999999 30.406638, -97.90084 30.400763, -97.89998399999999 30.394238, -97.90538599999999 30.392775, -97.905805 30.392619, -97.907264 30.392077, -97.90955799999999 30.390976, -97.910676 30.392678, -97.912645 30.395118, -97.917519 30.39661, -97.92302599999999 30.396738, -97.929824 30.397615, -97.932356 30.396355, -97.934805 30.393579, -97.93680000000001 30.391969, -97.940411 30.389844, -97.94163999999999 30.388247, -97.94308699999999 30.382267, -97.944214 30.380959, -97.944711 30.380446, -97.945759 30.378945, -97.946376 30.376856, -97.947057 30.374272, -97.94809599999999 30.374766, -97.95841799999999 30.379697, -97.960262 30.381569, -97.961573 30.38216, -97.96204899999999 30.382459))"
484530017412,1596.0,48,453,001741,2,0.0,0.0,0.0,43.0,1125.0,755.0,0.0,0.0,0.0,674.0,0.0,56.0,0.0,0.0,82.0,0.0,0.0,0.0,749.0,13.0,68.0,0.0,75.0,93.0,3793.0,0.0,49.0,122.0,46.1,0.0,0.0,0.0,765.0,0.0,0.0,0.0,37.0,0.0,59.0,60.0,112.0,67.0,1548.0,0.0,24.0,0.0,97.0,45.0,0.0,35.0,59.0,160.0,89.0,674.0,792.0,0.0,0.0,0.0,0.0,674.0,1596.0,0.0,39.0,12.0,0.0,0.0,749.0,0.0,8.0,0.0,95.0,339.0,0.0,60.0,36.0,0.0,41.0,0.0,0.0,132.0,0.0,0.0,473.0,219.0,8.0,47.0,1596.0,7.0,1026.0,674.0,165.0,0.0,29.0,0.0,0.0,11.0,674.0,0.0,295100.0,82.0,0.0,0.0,35.0,0.0,40910.0,38.0,2.37,0.0,29.0,0.0,0.0,0.0,484530017412,48453001741,48453,48453,48,453,001741,2,1500000US484530017412,484530017412,2,BG,6044564,3566640,"POLYGON ((-97.952162 30.423959, -97.95187399999999 30.426711, -97.951218 30.428999, -97.948882 30.432487, -97.94677 30.434183, -97.93865799999999 30.437319, -97.93459399999999 30.437463, -97.931394 30.437239, -97.92668999999999 30.436183, -97.923361 30.434871, -97.919979 30.432968, -97.91915299999999 30.432503, -97.91545699999999 30.429511, -97.91302499999999 30.426311, -97.911563 30.423249, -97.91940199999999 30.421676, -97.922151 30.419348, -97.92272799999999 30.417791, -97.92169199999999 30.416449, -97.924632 30.412865, -97.926841 30.412123, -97.92638699999999 30.407854, -97.92724699999999 30.405162, -97.92671399999999 30.403105, -97.931074 30.402661, -97.932423 30.403108, -97.93745 30.40227, -97.93975499999999 30.401259, -97.940568 30.398074, -97.942611 30.396445, -97.941265 30.398696, -97.940561 30.400904, -97.940833 30.404168, -97.94233699999999 30.40804, -97.94611399999999 30.413063, -97.94869 30.416055, -97.95125 30.419783, -97.951954 30.421639, -97.952162 30.423959))"
484530017421,2516.0,48,453,001742,1,0.0,111.0,0.0,71.0,1577.0,1272.0,0.0,0.0,0.0,890.0,0.0,19.0,0.0,0.0,49.0,0.0,0.0,0.0,943.0,179.0,86.0,0.0,53.0,66.0,6310.0,0.0,60.0,306.0,32.4,41.0,0.0,0.0,1216.0,0.0,0.0,6.0,110.0,0.0,286.0,77.0,31.0,163.0,2200.0,15.0,24.0,0.0,115.0,139.0,0.0,137.0,60.0,309.0,166.0,890.0,1382.0,6.0,0.0,0.0,0.0,890.0,2516.0,0.0,0.0,0.0,32.0,0.0,943.0,0.0,10.0,0.0,73.0,515.0,9.0,160.0,0.0,16.0,83.0,0.0,11.0,213.0,6.0,115.0,1030.0,504.0,121.0,90.0,2516.0,0.0,1088.0,890.0,102.0,0.0,7.0,0.0,0.0,24.0,890.0,0.0,226500.0,140.0,0.0,0.0,15.0,0.0,33579.0,0.0,2.83,20.0,58.0,0.0,0.0,46.0,484530017421,48453001742,48453,48453,48,453,001742,1,1500000US484530017421,484530017421,1,BG,6407113,155208,"POLYGON ((-97.945759 30.378945, -97.944711 30.380446, -97.944214 30.380959, -97.94308699999999 30.382267, -97.94163999999999 30.388247, -97.940411 30.389844, -97.93680000000001 30.391969, -97.934805 30.393579, -97.932356 30.396355, -97.929824 30.397615, -97.92302599999999 30.396738, -97.917519 30.39661, -97.912645 30.395118, -97.910676 30.392678, -97.90955799999999 30.390976, -97.91109399999999 30.390492, -97.913405 30.388272, -97.91448299999999 30.384781, -97.914322 30.375697, -97.916844 30.375734, -97.917965 30.377, -97.91955 30.377041, -97.91942899999999 30.375301, -97.92155 30.376081, -97.92345 30.373482, -97.927053 30.375628, -97.92763699999999 30.37422, -97.93087799999999 30.3727, -97.93629199999999 30.373184, -97.93680999999999 30.372342, -97.939877 30.375346, -97.94304299999999 30.376156, -97.94441599999999 30.376434, -97.946376 30.376856, -97.945759 30.378945))"
484530017422,3794.0,48,453,001742,2,0.0,86.0,0.0,71.0,2514.0,2145.0,0.0,0.0,0.0,1260.0,0.0,9.0,0.0,0.0,163.0,0.0,0.0,0.0,1397.0,187.0,86.0,12.0,137.0,66.0,6310.0,0.0,13.0,277.0,36.6,41.0,0.0,0.0,1824.0,0.0,0.0,0.0,219.0,0.0,286.0,77.0,31.0,208.0,3458.0,0.0,0.0,0.0,234.0,139.0,76.0,149.0,10.0,549.0,219.0,1260.0,2364.0,0.0,15.0,39.0,0.0,1260.0,3794.0,0.0,268.0,0.0,15.0,0.0,1397.0,0.0,42.0,0.0,84.0,951.0,39.0,160.0,33.0,0.0,83.0,0.0,0.0,197.0,8.0,246.0,1137.0,388.0,134.0,90.0,3794.0,0.0,1454.0,1260.0,133.0,0.0,7.0,0.0,0.0,21.0,1260.0,0.0,288600.0,140.0,0.0,0.0,37.0,0.0,35956.0,0.0,3.01,0.0,58.0,38.0,0.0,54.0,484530017422,48453001742,48453,48453,48,453,001742,2,1500000US484530017422,484530017422,2,BG,14846880,384590,"POLYGON ((-97.969747 30.338805, -97.968875 30.34059, -97.96462199999999 30.346466, -97.962935 30.351586, -97.961376 30.354215, -97.957967 30.357693, -97.954852 30.358985, -97.953728 30.36021, -97.951871 30.364846, -97.94794399999999 30.37109, -97.947057 30.374272, -97.946376 30.376856, -97.94441599999999 30.376434, -97.94304299999999 30.376156, -97.939877 30.375346, -97.93680999999999 30.372342, -97.93629199999999 30.373184, -97.93087799999999 30.3727, -97.92763699999999 30.37422, -97.927053 30.375628, -97.92345 30.373482, -97.92155 30.376081, -97.91942899999999 30.375301, -97.91955 30.377041, -97.917965 30.377, -97.916844 30.375734, -97.914322 30.375697, -97.913815 30.369803, -97.913927 30.36767, -97.913488 30.362202, -97.916788 30.354402, -97.930674 30.34004, -97.93404799999999 30.336451, -97.936233 30.336584, -97.93586999999999 30.33801, -97.938211 30.339491, -97.93879899999999 30.337478, -97.940702 30.339166, -97.94352099999999 30.339368, -97.94440499999999 30.340842, -97.94624399999999 30.342241, -97.948759 30.342324, -97.951089 30.344099, -97.953187 30.342747, -97.954903 30.342494, -97.955792 30.343193, -97.95817599999999 30.342048, -97.95935399999999 30.340373, -97.959778 30.339685, -97.96046 30.33961, -97.96168499999999 30.338941, -97.962638 30.337153, -97.962538 30.335645, -97.96136799999999 30.333958, -97.96137999999999 30.33327, -97.960601 30.332951, -97.96103099999999 30.330678, -97.962249 30.32867, -97.96300599999999 30.327409, -97.963382 30.326781, -97.96346199999999 30.326649, -97.96377799999999 30.326923, -97.96425099999999 30.327498, -97.967044 30.330452, -97.969706 30.336441, -97.969747 30.338805))"
484530017451,832.0,48,453,001745,1,0.0,0.0,0.0,11.0,639.0,451.0,0.0,0.0,0.0,360.0,0.0,16.0,0.0,0.0,43.0,0.0,0.0,0.0,387.0,7.0,10.0,0.0,27.0,45.0,2492.0,0.0,0.0,0.0,51.7,21.0,0.0,0.0,426.0,0.0,0.0,0.0,11.0,0.0,124.0,11.0,0.0,0.0,802.0,0.0,0.0,0.0,34.0,0.0,8.0,23.0,41.0,96.0,15.0,360.0,462.0,0.0,0.0,10.0,0.0,360.0,832.0,0.0,7.0,0.0,0.0,0.0,387.0,0.0,9.0,9.0,18.0,230.0,0.0,7.0,25.0,26.0,23.0,0.0,0.0,0.0,8.0,0.0,45.0,0.0,7.0,13.0,832.0,0.0,1094.0,360.0,95.0,0.0,0.0,0.0,0.0,22.0,360.0,0.0,266400.0,22.0,0.0,0.0,0.0,0.0,47157.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,484530017451,48453001745,48453,48453,48,453,001745,1,1500000US484530017451,484530017451,1,BG,2502737,0,"POLYGON ((-97.755084 30.427231, -97.75331299999999 30.426656, -97.751358 30.429013, -97.748553 30.428874, -97.745099 30.428136, -97.741986 30.428644, -97.741005 30.4295, -97.73955699999999 30.431232, -97.73865599999999 30.432007, -97.73857099999999 30.434522, -97.73606199999999 30.437194, -97.728882 30.432699, -97.72942599999999 30.430014, -97.73015199999999 30.425972, -97.73004999999999 30.423287, -97.72954799999999 30.416147, -97.73177199999999 30.417838, -97.730531 30.419645, -97.730721 30.42183, -97.73460999999999 30.421485, -97.736553 30.422289, -97.73827999999999 30.41956, -97.742103 30.421466, -97.745193 30.419026, -97.74703599999999 30.419032, -97.74807 30.422698, -97.74853299999999 30.423266, -97.75494499999999 30.426887, -97.755084 30.427231))"
484530017452,1660.0,48,453,001745,2,0.0,0.0,0.0,11.0,1206.0,797.0,0.0,0.0,0.0,679.0,0.0,45.0,0.0,0.0,36.0,0.0,18.0,0.0,679.0,70.0,10.0,20.0,0.0,45.0,2492.0,0.0,7.0,305.0,38.1,21.0,0.0,0.0,688.0,0.0,0.0,0.0,136.0,0.0,124.0,11.0,0.0,7.0,1580.0,0.0,33.0,0.0,31.0,0.0,0.0,10.0,110.0,175.0,122.0,679.0,933.0,0.0,0.0,0.0,0.0,679.0,1660.0,0.0,64.0,75.0,32.0,0.0,679.0,0.0,0.0,85.0,138.0,329.0,14.0,7.0,0.0,0.0,23.0,0.0,0.0,15.0,7.0,0.0,290.0,234.0,0.0,13.0,1660.0,0.0,1094.0,679.0,161.0,0.0,0.0,0.0,0.0,8.0,679.0,0.0,222200.0,22.0,0.0,0.0,0.0,0.0,35902.0,48.0,2.39,92.0,0.0,0.0,0.0,0.0,484530017452,48453001745,48453,48453,48,453,001745,2,1500000US484530017452,484530017452,2,BG,907823,0,"POLYGON ((-97.742103 30.421466, -97.73827999999999 30.41956, -97.736553 30.422289, -97.73460999999999 30.421485, -97.730721 30.42183, -97.730531 30.419645, -97.73177199999999 30.417838, -97.72954799999999 30.416147, -97.72921099999999 30.412079, -97.729175 30.411567, -97.73100000000001 30.412127, -97.731585 30.412504, -97.737245 30.415204, -97.745193 30.419026, -97.742103 30.421466))"
484530017461,2421.0,48,453,001746,1,0.0,25.0,10.0,45.0,1836.0,1388.0,0.0,0.0,0.0,1079.0,0.0,0.0,0.0,0.0,72.0,0.0,26.0,0.0,1109.0,55.0,84.0,0.0,30.0,32.0,3636.0,0.0,30.0,333.0,33.4,9.0,0.0,0.0,1225.0,0.0,0.0,0.0,175.0,0.0,115.0,26.0,15.0,21.0,2325.0,0.0,0.0,0.0,113.0,24.0,8.0,41.0,69.0,234.0,61.0,1079.0,1563.0,0.0,0.0,8.0,0.0,1079.0,2421.0,0.0,20.0,48.0,0.0,0.0,1109.0,0.0,6.0,67.0,107.0,733.0,0.0,33.0,12.0,18.0,47.0,0.0,8.0,0.0,22.0,0.0,595.0,177.0,8.0,30.0,2350.0,16.0,918.0,1079.0,97.0,0.0,0.0,0.0,0.0,6.0,1079.0,0.0,203600.0,21.0,0.0,0.0,7.0,0.0,33674.0,0.0,2.18,41.0,40.0,0.0,0.0,0.0,484530017461,48453001746,48453,48453,48,453,001746,1,1500000US484530017461,484530017461,1,BG,1925842,0,"POLYGON ((-97.842968 30.194284, -97.842275 30.195319, -97.83341999999999 30.190957, -97.83099 30.189966, -97.830466 30.190039, -97.828898 30.188666, -97.83048599999999 30.186334, -97.83210199999999 30.187144, -97.83287199999999 30.185894, -97.831249 30.185109, -97.83232199999999 30.183636, -97.833416 30.185242, -97.83674999999999 30.179864, -97.839787 30.18167, -97.84101799999999 30.179274, -97.84980899999999 30.183523, -97.842968 30.194284))"
484530017462,1286.0,48,453,001746,2,0.0,0.0,0.0,45.0,929.0,765.0,0.0,0.0,0.0,650.0,0.0,19.0,0.0,0.0,10.0,0.0,8.0,0.0,676.0,0.0,84.0,10.0,26.0,32.0,3636.0,0.0,18.0,370.0,38.5,9.0,0.0,0.0,578.0,0.0,0.0,0.0,54.0,0.0,115.0,26.0,15.0,9.0,1260.0,0.0,0.0,0.0,55.0,24.0,19.0,26.0,61.0,111.0,18.0,650.0,819.0,0.0,0.0,0.0,0.0,650.0,1286.0,0.0,134.0,8.0,0.0,0.0,676.0,0.0,0.0,0.0,100.0,431.0,10.0,33.0,6.0,0.0,47.0,0.0,26.0,0.0,0.0,0.0,293.0,120.0,51.0,30.0,1286.0,10.0,982.0,650.0,147.0,0.0,0.0,0.0,0.0,36.0,650.0,0.0,165900.0,21.0,0.0,0.0,0.0,0.0,28668.0,10.0,1.98,75.0,40.0,0.0,0.0,0.0,484530017462,48453001746,48453,48453,48,453,001746,2,1500000US484530017462,484530017462,2,BG,584408,0,"POLYGON ((-97.839787 30.18167, -97.83674999999999 30.179864, -97.833416 30.185242, -97.83232199999999 30.183636, -97.831249 30.185109, -97.83287199999999 30.185894, -97.83210199999999 30.187144, -97.83048599999999 30.186334, -97.828898 30.188666, -97.830466 30.190039, -97.82850499999999 30.19093, -97.825351 30.190332, -97.829275 30.185054, -97.83111799999999 30.182238, -97.832453 30.18285, -97.833995 30.176586, -97.83524899999999 30.176684, -97.836073 30.176996, -97.838768 30.178183, -97.84101799999999 30.179274, -97.839787 30.18167))"
484530017471,2557.0,48,453,001747,1,0.0,0.0,0.0,107.0,1563.0,1524.0,0.0,0.0,0.0,997.0,0.0,19.0,0.0,0.0,20.0,0.0,49.0,0.0,1024.0,151.0,130.0,0.0,27.0,156.0,5472.0,0.0,8.0,610.0,28.1,0.0,11.0,0.0,1138.0,0.0,0.0,0.0,138.0,0.0,269.0,45.0,30.0,51.0,2357.0,8.0,8.0,0.0,240.0,96.0,35.0,49.0,152.0,245.0,166.0,997.0,1662.0,0.0,0.0,0.0,11.0,997.0,2557.0,0.0,33.0,24.0,25.0,0.0,1024.0,0.0,0.0,104.0,122.0,672.0,25.0,177.0,21.0,17.0,9.0,0.0,0.0,0.0,5.0,8.0,1210.0,523.0,0.0,74.0,2549.0,0.0,1133.0,997.0,130.0,0.0,14.0,0.0,8.0,18.0,997.0,0.0,170100.0,78.0,0.0,0.0,8.0,0.0,27418.0,12.0,2.56,62.0,116.0,0.0,0.0,31.0,484530017471,48453001747,48453,48453,48,453,001747,1,1500000US484530017471,484530017471,1,BG,1091832,0,"POLYGON ((-97.83524899999999 30.176684, -97.833995 30.176586, -97.832453 30.18285, -97.83111799999999 30.182238, -97.832112 30.180695, -97.822609 30.175996, -97.82153599999999 30.177705, -97.816306 30.185927, -97.812848 30.185545, -97.81800299999999 30.17802, -97.819998 30.173889, -97.83066599999999 30.173159, -97.834239 30.174216, -97.834863 30.175009, -97.83524899999999 30.176684))"
484530017472,942.0,48,453,001747,2,0.0,0.0,0.0,107.0,676.0,411.0,0.0,0.0,0.0,363.0,0.0,0.0,0.0,0.0,43.0,0.0,24.0,0.0,395.0,38.0,130.0,7.0,32.0,156.0,5472.0,0.0,0.0,114.0,40.6,0.0,0.0,0.0,482.0,0.0,0.0,0.0,43.0,0.0,269.0,45.0,30.0,33.0,851.0,16.0,16.0,0.0,58.0,96.0,18.0,53.0,32.0,157.0,7.0,363.0,454.0,0.0,0.0,19.0,0.0,363.0,942.0,12.0,29.0,12.0,46.0,0.0,395.0,0.0,16.0,55.0,38.0,190.0,0.0,177.0,16.0,18.0,9.0,0.0,0.0,0.0,18.0,0.0,211.0,175.0,0.0,74.0,942.0,0.0,858.0,363.0,105.0,0.0,14.0,0.0,0.0,17.0,363.0,0.0,219600.0,78.0,0.0,0.0,14.0,0.0,36712.0,7.0,2.6,0.0,116.0,0.0,0.0,0.0,484530017472,48453001747,48453,48453,48,453,001747,2,1500000US484530017472,484530017472,2,BG,438233,0,"POLYGON ((-97.83111799999999 30.182238, -97.829275 30.185054, -97.828801 30.184164, -97.823015 30.181353, -97.824286 30.179321, -97.82153599999999 30.177705, -97.822609 30.175996, -97.832112 30.180695, -97.83111799999999 30.182238))"
