index,B16004_007E,state,county,tract,block group,B15003_007E,C24010_019E,B19301_001E,B27001_005E,B15003_011E,B25003_003E,B03002_005E,B15003_013E,B11001_006E,B19055_002E,B15003_003E,B16004_039E,B27001_048E,B16004_034E,B27001_020E,B27001_017E,B23025_003E,B27001_042E,B15003_001E,C24010_032E,B16004_012E,B27001_054E,B27001_026E,B11005_003E,B01001_024E,B01001_046E,B25003_001E,B16004_067E,B01001_003E,B01001_020E,B03002_004E,B17021_001E,B01001_045E,B16004_013E,B01001_027E,B25064_001E,B01002_001E,B25044_010E,B15003_016E,B16004_056E,B15003_015E,B03002_006E,B01001_044E,B16004_062E,B16004_061E,B27001_029E,B01001_001E,B27001_011E,B25044_003E,B01001_047E,B27001_023E,B01001_021E,B15003_014E,B15003_009E,B25024_010E,B16004_001E,B15003_005E,B25024_001E,B15003_010E,B16004_057E,B27001_036E,B27001_008E,B17021_002E,B03002_001E,B27001_014E,C24010_055E,B25002_003E,B01001_023E,B15003_012E,B15003_008E,B16004_029E,B16004_052E,B16004_035E,C24010_001E,B25044_001E,B16004_044E,B01001_049E,B27001_051E,B19055_001E,B27001_039E,B27001_001E,B16004_040E,B15003_006E,B27001_045E,B25002_001E,B01001_026E,B15003_004E,B19001_001E,B27001_033E,B16004_023E,B11001_001E,B23025_005E,B16004_030E,B16004_045E,B16004_008E,B01001_048E,B16004_018E,B16004_022E,B16004_051E,C24010_038E,B19001_017E,B16004_017E,B27001_057E,B11005_005E,B16004_066E,B03002_012E,C24010_068E,B01001_022E,B25077_001E,B01001_025E,B15003_002E,B25010_001E,bg_fips,tract_fips,country_fips,county_fips,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry
484530023043,0.0,48,453,002304,3,28.0,152.0,13396.0,0.0,0.0,343.0,0.0,99.0,78.0,0.0,0.0,0.0,17.0,0.0,155.0,238.0,592.0,90.0,687.0,123.0,0.0,0.0,0.0,135.0,0.0,0.0,343.0,0.0,72.0,0.0,28.0,1084.0,0.0,0.0,40.0,843.0,29.3,107.0,49.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1084.0,320.0,0.0,0.0,58.0,0.0,15.0,26.0,17.0,972.0,0.0,461.0,172.0,0.0,13.0,33.0,479.0,1084.0,477.0,77.0,118.0,0.0,0.0,78.0,74.0,0.0,0.0,547.0,343.0,0.0,0.0,11.0,343.0,58.0,3437.0,0.0,0.0,130.0,461.0,365.0,0.0,343.0,38.0,0.0,343.0,45.0,500.0,0.0,20.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,90.0,0.0,881.0,0.0,0.0,158300.0,0.0,22.0,3.16,484530023043,48453002304,48453,48453,48,453,002304,3,1500000US484530023043,484530023043,3,BG,299991,0,"POLYGON Z ((-97.72616699999999 30.239715 0, -97.72516899999999 30.241405 0, -97.719551 30.238803 0, -97.721965 30.235008 0, -97.72257499999999 30.233916 0, -97.72350899999999 30.233664 0, -97.72481499999999 30.235519 0, -97.72560899999999 30.237534 0, -97.72616699999999 30.239715 0))"
484530023071,0.0,48,453,002307,1,0.0,219.0,23343.0,0.0,33.0,547.0,0.0,0.0,55.0,40.0,0.0,0.0,19.0,0.0,3.0,112.0,1010.0,344.0,946.0,45.0,0.0,0.0,16.0,36.0,0.0,0.0,644.0,0.0,38.0,18.0,19.0,1266.0,0.0,0.0,0.0,955.0,35.6,53.0,10.0,0.0,75.0,15.0,18.0,0.0,0.0,0.0,1266.0,165.0,43.0,0.0,153.0,0.0,68.0,0.0,0.0,1228.0,0.0,644.0,101.0,0.0,56.0,0.0,391.0,1266.0,568.0,31.0,0.0,0.0,0.0,40.0,86.0,0.0,0.0,734.0,644.0,0.0,0.0,53.0,644.0,160.0,5896.0,0.0,3.0,138.0,644.0,655.0,0.0,644.0,24.0,0.0,644.0,276.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,0.0,0.0,0.0,33.0,0.0,831.0,0.0,0.0,152500.0,0.0,23.0,1.97,484530023071,48453002307,48453,48453,48,453,002307,1,1500000US484530023071,484530023071,1,BG,706956,0,"POLYGON Z ((-97.743781 30.219146 0, -97.74390799999999 30.21963 0, -97.74257999999999 30.220433 0, -97.742295 30.224344 0, -97.740487 30.227344 0, -97.739835 30.228384 0, -97.73749599999999 30.227429 0, -97.735388 30.227788 0, -97.734804 30.224093 0, -97.73903 30.218483 0, -97.73854999999999 30.217709 0, -97.73887499999999 30.215821 0, -97.743984 30.216203 0, -97.743781 30.219146 0))"
484530023072,16.0,48,453,002307,2,0.0,152.0,24933.0,0.0,0.0,787.0,0.0,15.0,79.0,41.0,0.0,0.0,19.0,0.0,3.0,112.0,1239.0,344.0,1112.0,0.0,0.0,0.0,16.0,146.0,25.0,0.0,862.0,0.0,47.0,16.0,196.0,1613.0,15.0,0.0,0.0,824.0,29.8,109.0,82.0,0.0,14.0,76.0,0.0,0.0,0.0,0.0,1613.0,165.0,0.0,0.0,153.0,15.0,0.0,0.0,0.0,1566.0,63.0,970.0,36.0,0.0,56.0,0.0,244.0,1613.0,568.0,174.0,108.0,0.0,0.0,48.0,90.0,0.0,0.0,1166.0,862.0,0.0,0.0,53.0,862.0,160.0,5896.0,0.0,0.0,138.0,970.0,850.0,0.0,862.0,24.0,0.0,862.0,73.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,33.0,0.0,0.0,66.0,0.0,831.0,0.0,0.0,114600.0,0.0,0.0,1.87,484530023072,48453002307,48453,48453,48,453,002307,2,1500000US484530023072,484530023072,2,BG,661463,0,"POLYGON Z ((-97.747455 30.223299 0, -97.747316 30.223186 0, -97.74400199999999 30.228191 0, -97.74136399999999 30.227579 0, -97.740487 30.227344 0, -97.742295 30.224344 0, -97.74257999999999 30.220433 0, -97.74390799999999 30.21963 0, -97.743781 30.219146 0, -97.743984 30.216203 0, -97.74470000000001 30.216406 0, -97.75128699999999 30.216572 0, -97.747455 30.223299 0))"
484530023073,128.0,48,453,002307,3,0.0,129.0,14502.0,0.0,0.0,419.0,0.0,97.0,64.0,30.0,0.0,0.0,19.0,0.0,3.0,112.0,1063.0,344.0,1001.0,111.0,0.0,0.0,16.0,123.0,21.0,0.0,531.0,0.0,45.0,0.0,142.0,1710.0,0.0,0.0,128.0,946.0,29.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1710.0,165.0,0.0,0.0,153.0,0.0,21.0,0.0,0.0,1537.0,0.0,531.0,72.0,0.0,56.0,0.0,510.0,1710.0,568.0,330.0,0.0,0.0,25.0,43.0,226.0,0.0,0.0,979.0,531.0,0.0,0.0,53.0,531.0,160.0,5896.0,0.0,0.0,138.0,531.0,846.0,0.0,531.0,24.0,0.0,531.0,84.0,78.0,0.0,0.0,30.0,0.0,0.0,0.0,419.0,0.0,0.0,0.0,85.0,0.0,995.0,0.0,0.0,187200.0,25.0,41.0,3.22,484530023073,48453002307,48453,48453,48,453,002307,3,1500000US484530023073,484530023073,3,BG,324160,0,"POLYGON Z ((-97.73903 30.218483 0, -97.734804 30.224093 0, -97.73436599999999 30.221309 0, -97.733744 30.219944 0, -97.73377599999999 30.217565 0, -97.73513699999999 30.215263 0, -97.73887499999999 30.215821 0, -97.73854999999999 30.217709 0, -97.73903 30.218483 0))"
484530023074,24.0,48,453,002307,4,7.0,65.0,22131.0,0.0,0.0,424.0,0.0,19.0,32.0,137.0,0.0,0.0,19.0,0.0,3.0,112.0,681.0,344.0,747.0,41.0,0.0,0.0,16.0,100.0,0.0,12.0,576.0,0.0,0.0,57.0,0.0,1307.0,0.0,0.0,64.0,936.0,28.7,47.0,14.0,0.0,7.0,0.0,16.0,0.0,0.0,0.0,1307.0,165.0,0.0,0.0,153.0,0.0,22.0,0.0,0.0,1243.0,0.0,611.0,37.0,0.0,56.0,0.0,370.0,1307.0,568.0,64.0,35.0,0.0,0.0,0.0,30.0,0.0,0.0,610.0,576.0,0.0,15.0,53.0,576.0,160.0,5896.0,0.0,41.0,138.0,611.0,578.0,0.0,576.0,24.0,0.0,576.0,71.0,37.0,0.0,0.0,21.0,0.0,0.0,7.0,226.0,39.0,0.0,0.0,23.0,0.0,677.0,0.0,0.0,125000.0,0.0,0.0,2.27,484530023074,48453002307,48453,48453,48,453,002307,4,1500000US484530023074,484530023074,4,BG,428019,0,"POLYGON Z ((-97.747455 30.223299 0, -97.745333 30.226892 0, -97.74127299999999 30.233771 0, -97.73939 30.233298 0, -97.73688799999999 30.232315 0, -97.73600399999999 30.231656 0, -97.735388 30.227788 0, -97.73749599999999 30.227429 0, -97.739835 30.228384 0, -97.740487 30.227344 0, -97.74136399999999 30.227579 0, -97.74400199999999 30.228191 0, -97.747316 30.223186 0, -97.747455 30.223299 0))"
484530023081,0.0,48,453,002308,1,17.0,0.0,32153.0,0.0,0.0,333.0,0.0,13.0,130.0,33.0,0.0,0.0,26.0,0.0,71.0,41.0,784.0,62.0,752.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,531.0,0.0,116.0,0.0,0.0,1220.0,0.0,0.0,89.0,1096.0,27.1,78.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,1220.0,117.0,13.0,0.0,50.0,0.0,34.0,0.0,0.0,1015.0,0.0,581.0,0.0,0.0,24.0,23.0,454.0,1220.0,200.0,13.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0,531.0,0.0,0.0,37.0,531.0,101.0,5759.0,0.0,16.0,143.0,581.0,626.0,0.0,531.0,0.0,0.0,531.0,89.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,44.0,0.0,0.0,130.0,0.0,650.0,0.0,0.0,146100.0,17.0,0.0,2.3,484530023081,48453002308,48453,48453,48,453,002308,1,1500000US484530023081,484530023081,1,BG,352528,0,"POLYGON Z ((-97.75282299999999 30.239906 0, -97.75243399999999 30.241923 0, -97.747743 30.239774 0, -97.747153 30.239566 0, -97.74443599999999 30.237297 0, -97.742209 30.235165 0, -97.74179699999999 30.233894 0, -97.74719899999999 30.236418 0, -97.751493 30.237514 0, -97.753519 30.23876 0, -97.75282299999999 30.239906 0))"
484530023082,0.0,48,453,002308,2,0.0,49.0,34406.0,0.0,0.0,135.0,10.0,0.0,0.0,165.0,0.0,0.0,26.0,0.0,71.0,41.0,440.0,62.0,669.0,8.0,0.0,0.0,0.0,57.0,22.0,0.0,416.0,0.0,14.0,18.0,0.0,767.0,22.0,0.0,64.0,1145.0,46.8,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.0,117.0,0.0,0.0,50.0,14.0,18.0,0.0,0.0,703.0,0.0,461.0,17.0,0.0,24.0,23.0,87.0,781.0,200.0,12.0,45.0,0.0,0.0,0.0,15.0,0.0,0.0,405.0,416.0,0.0,0.0,37.0,416.0,101.0,5759.0,0.0,0.0,143.0,461.0,422.0,0.0,416.0,0.0,0.0,416.0,35.0,17.0,0.0,0.0,35.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,22.0,243100.0,0.0,9.0,1.88,484530023082,48453002308,48453,48453,48,453,002308,2,1500000US484530023082,484530023082,2,BG,754030,0,"POLYGON Z ((-97.753519 30.23876 0, -97.751493 30.237514 0, -97.74719899999999 30.236418 0, -97.74179699999999 30.233894 0, -97.74127299999999 30.233771 0, -97.745333 30.226892 0, -97.745065 30.227899 0, -97.74703099999999 30.229643 0, -97.75459099999999 30.233124 0, -97.752454 30.235749 0, -97.75488799999999 30.237206 0, -97.753519 30.23876 0))"
484530023083,0.0,48,453,002308,3,0.0,86.0,9211.0,0.0,0.0,428.0,26.0,14.0,73.0,0.0,0.0,8.0,26.0,0.0,71.0,41.0,919.0,62.0,445.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,428.0,0.0,17.0,0.0,114.0,1006.0,0.0,0.0,15.0,966.0,20.4,47.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,1977.0,117.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1945.0,0.0,565.0,0.0,0.0,24.0,23.0,484.0,1977.0,200.0,253.0,137.0,0.0,0.0,0.0,51.0,0.0,0.0,817.0,428.0,0.0,11.0,37.0,428.0,101.0,5759.0,0.0,0.0,143.0,565.0,1220.0,0.0,428.0,0.0,0.0,428.0,102.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,0.0,0.0,0.0,42.0,0.0,767.0,0.0,12.0,229000.0,0.0,0.0,2.24,484530023083,48453002308,48453,48453,48,453,002308,3,1500000US484530023083,484530023083,3,BG,935764,0,"POLYGON Z ((-97.758894 30.23175 0, -97.756365 30.235508 0, -97.75488799999999 30.237206 0, -97.752454 30.235749 0, -97.75459099999999 30.233124 0, -97.74703099999999 30.229643 0, -97.745065 30.227899 0, -97.745333 30.226892 0, -97.747455 30.223299 0, -97.748824 30.224347 0, -97.76020799999999 30.22965 0, -97.758894 30.23175 0))"
484530023084,90.0,48,453,002308,4,0.0,248.0,35532.0,0.0,0.0,1024.0,21.0,0.0,50.0,28.0,0.0,0.0,26.0,0.0,71.0,41.0,1381.0,62.0,1240.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,1024.0,0.0,5.0,0.0,48.0,1836.0,0.0,0.0,4.0,1122.0,29.4,106.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,1836.0,117.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1827.0,0.0,1120.0,0.0,0.0,24.0,23.0,447.0,1836.0,200.0,125.0,96.0,0.0,20.0,13.0,147.0,0.0,0.0,1375.0,1024.0,0.0,0.0,37.0,1024.0,101.0,5759.0,0.0,0.0,143.0,1120.0,643.0,0.0,1024.0,0.0,0.0,1024.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,32.0,0.0,0.0,50.0,0.0,812.0,0.0,20.0,229000.0,0.0,80.0,1.79,484530023084,48453002308,48453,48453,48,453,002308,4,1500000US484530023084,484530023084,4,BG,1158405,0,"POLYGON Z ((-97.761191 30.228058 0, -97.76020799999999 30.22965 0, -97.748824 30.224347 0, -97.747455 30.223299 0, -97.75128699999999 30.216572 0, -97.751423 30.216346 0, -97.75203599999999 30.216603 0, -97.75345 30.217282 0, -97.755161 30.218835 0, -97.763598 30.223409 0, -97.761191 30.228058 0))"
484530023101,11.0,48,453,002310,1,0.0,0.0,12124.0,6.0,6.0,109.0,0.0,25.0,18.0,41.0,0.0,10.0,4.0,0.0,37.0,162.0,387.0,122.0,446.0,161.0,0.0,6.0,0.0,112.0,6.0,5.0,222.0,0.0,18.0,0.0,35.0,842.0,12.0,0.0,61.0,723.0,28.3,14.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,842.0,25.0,6.0,7.0,29.0,12.0,19.0,30.0,108.0,763.0,12.0,253.0,79.0,0.0,141.0,47.0,282.0,842.0,219.0,54.0,31.0,14.0,26.0,0.0,57.0,13.0,0.0,373.0,222.0,0.0,0.0,55.0,222.0,64.0,3151.0,0.0,0.0,102.0,253.0,420.0,0.0,222.0,27.0,0.0,222.0,14.0,108.0,0.0,0.0,0.0,0.0,0.0,6.0,95.0,0.0,0.0,4.0,24.0,0.0,725.0,0.0,0.0,35700.0,0.0,23.0,3.79,484530023101,48453002310,48453,48453,48,453,002310,1,1500000US484530023101,484530023101,1,BG,1580991,82403,"POLYGON Z ((-97.669026 30.218525 0, -97.66658299999999 30.22082 0, -97.664739 30.222492 0, -97.66412699999999 30.222997 0, -97.66067799999999 30.219691 0, -97.65798799999999 30.219502 0, -97.65777 30.218391 0, -97.655254 30.217767 0, -97.654051 30.218229 0, -97.65085099999999 30.214162 0, -97.65056 30.213568 0, -97.64528199999999 30.210358 0, -97.63821399999999 30.208057 0, -97.63942 30.203174 0, -97.641504 30.204226 0, -97.641896 30.204551 0, -97.660342 30.213826 0, -97.66764499999999 30.217938 0, -97.669026 30.218525 0))"
484530023102,49.0,48,453,002310,2,0.0,94.0,12073.0,6.0,15.0,345.0,0.0,127.0,203.0,108.0,0.0,0.0,4.0,0.0,37.0,162.0,903.0,122.0,1105.0,201.0,0.0,6.0,0.0,399.0,0.0,22.0,667.0,0.0,130.0,4.0,232.0,2297.0,5.0,0.0,129.0,930.0,22.5,18.0,54.0,0.0,82.0,0.0,3.0,0.0,0.0,0.0,2309.0,25.0,28.0,39.0,29.0,28.0,30.0,18.0,278.0,2050.0,0.0,704.0,72.0,0.0,141.0,47.0,1071.0,2309.0,219.0,158.0,37.0,15.0,67.0,14.0,219.0,4.0,0.0,782.0,667.0,0.0,5.0,55.0,667.0,64.0,3151.0,0.0,0.0,102.0,704.0,1274.0,0.0,667.0,27.0,0.0,667.0,121.0,199.0,0.0,32.0,11.0,0.0,0.0,0.0,279.0,15.0,0.0,4.0,248.0,0.0,1792.0,0.0,17.0,45900.0,5.0,58.0,3.46,484530023102,48453002310,48453,48453,48,453,002310,2,1500000US484530023102,484530023102,2,BG,16285310,585693,"POLYGON Z ((-97.69127999999999 30.245176 0, -97.69028899999999 30.24579 0, -97.689218 30.245195 0, -97.68483999999999 30.245782 0, -97.68374399999999 30.245919 0, -97.67962 30.246827 0, -97.676633 30.248042 0, -97.673091 30.250524 0, -97.67166999999999 30.252232 0, -97.67010399999999 30.255377 0, -97.660341 30.261387 0, -97.64795799999999 30.263054 0, -97.642639 30.262474 0, -97.641689 30.261601 0, -97.64157399999999 30.257127 0, -97.640624 30.256502 0, -97.63185799999999 30.255694 0, -97.62863 30.255996 0, -97.626229 30.255112 0, -97.62604399999999 30.25378 0, -97.62572999999999 30.250802 0, -97.626627 30.248323 0, -97.63043599999999 30.242681 0, -97.632655 30.240831 0, -97.63315299999999 30.239905 0, -97.636729 30.238693 0, -97.641842 30.237681 0, -97.64552499999999 30.236553 0, -97.64774299999999 30.236407 0, -97.650143 30.23523 0, -97.65167099999999 30.233779 0, -97.65357 30.233036 0, -97.655457 30.23059 0, -97.65700799999999 30.229392 0, -97.65879699999999 30.22676 0, -97.657843 30.223504 0, -97.65660000000001 30.221026 0, -97.654051 30.218229 0, -97.655254 30.217767 0, -97.65777 30.218391 0, -97.65798799999999 30.219502 0, -97.66067799999999 30.219691 0, -97.66412699999999 30.222997 0, -97.664739 30.222492 0, -97.66658299999999 30.22082 0, -97.669026 30.218525 0, -97.671651 30.220015 0, -97.672023 30.220209 0, -97.67381399999999 30.221125 0, -97.676704 30.222237 0, -97.67967299999999 30.223326 0, -97.68204 30.222916 0, -97.68328799999999 30.22229 0, -97.68310099999999 30.229361 0, -97.683413 30.231671 0, -97.688205 30.23982 0, -97.690668 30.242822 0, -97.691081 30.243934 0, -97.69127999999999 30.245176 0))"
484530023121,68.0,48,453,002312,1,0.0,81.0,14209.0,31.0,0.0,401.0,0.0,82.0,148.0,143.0,0.0,0.0,190.0,0.0,130.0,222.0,841.0,351.0,1041.0,135.0,0.0,0.0,70.0,281.0,16.0,0.0,602.0,0.0,70.0,68.0,170.0,1826.0,0.0,0.0,82.0,776.0,30.4,75.0,22.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,1875.0,168.0,0.0,32.0,16.0,0.0,21.0,30.0,0.0,1723.0,0.0,634.0,87.0,0.0,174.0,174.0,721.0,1875.0,587.0,136.0,32.0,1.0,13.0,0.0,205.0,43.0,0.0,774.0,602.0,0.0,0.0,77.0,602.0,246.0,7181.0,0.0,0.0,392.0,634.0,976.0,0.0,602.0,71.0,0.0,602.0,67.0,229.0,0.0,0.0,0.0,0.0,0.0,16.0,442.0,20.0,0.0,0.0,118.0,0.0,1606.0,0.0,32.0,104500.0,0.0,0.0,3.11,484530023121,48453002312,48453,48453,48,453,002312,1,1500000US484530023121,484530023121,1,BG,737985,0,"POLYGON Z ((-97.70343299999999 30.224925 0, -97.69731499999999 30.234587 0, -97.692685 30.241739 0, -97.691081 30.243934 0, -97.690668 30.242822 0, -97.688205 30.23982 0, -97.68955899999999 30.238853 0, -97.69067099999999 30.238059 0, -97.698899 30.227059 0, -97.70077599999999 30.224494 0, -97.70111799999999 30.224027 0, -97.702895 30.224696 0, -97.70343299999999 30.224925 0))"
484530023122,25.0,48,453,002312,2,28.0,88.0,11394.0,31.0,34.0,317.0,0.0,154.0,266.0,183.0,0.0,0.0,190.0,0.0,130.0,222.0,1165.0,351.0,1367.0,176.0,0.0,0.0,70.0,408.0,52.0,11.0,770.0,0.0,150.0,0.0,180.0,2644.0,0.0,0.0,241.0,1075.0,25.6,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,2663.0,168.0,36.0,0.0,16.0,0.0,44.0,0.0,170.0,2272.0,0.0,841.0,231.0,0.0,174.0,174.0,1127.0,2663.0,587.0,166.0,71.0,0.0,78.0,13.0,324.0,0.0,0.0,980.0,770.0,0.0,0.0,77.0,770.0,246.0,7181.0,0.0,0.0,392.0,841.0,1456.0,0.0,770.0,71.0,0.0,770.0,185.0,76.0,0.0,0.0,48.0,0.0,0.0,23.0,504.0,0.0,0.0,0.0,203.0,0.0,2355.0,0.0,12.0,53200.0,15.0,98.0,3.46,484530023122,48453002312,48453,48453,48,453,002312,2,1500000US484530023122,484530023122,2,BG,831259,0,"POLYGON Z ((-97.70077599999999 30.224494 0, -97.698899 30.227059 0, -97.69067099999999 30.238059 0, -97.68955899999999 30.238853 0, -97.689742 30.237881 0, -97.690406 30.234371 0, -97.691338 30.233297 0, -97.692021 30.232223 0, -97.688925 30.230892 0, -97.689528 30.228567 0, -97.696809 30.222029 0, -97.698334 30.222709 0, -97.70111799999999 30.224027 0, -97.70077599999999 30.224494 0))"
484530023123,54.0,48,453,002312,3,30.0,36.0,11660.0,31.0,66.0,457.0,0.0,99.0,68.0,59.0,0.0,0.0,190.0,0.0,130.0,222.0,1230.0,351.0,1445.0,267.0,0.0,0.0,70.0,445.0,28.0,22.0,735.0,0.0,140.0,42.0,197.0,2643.0,30.0,0.0,288.0,979.0,27.3,0.0,13.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,2669.0,168.0,13.0,25.0,16.0,32.0,84.0,0.0,175.0,2241.0,0.0,831.0,150.0,0.0,174.0,174.0,996.0,2669.0,587.0,177.0,96.0,0.0,0.0,0.0,293.0,0.0,0.0,1059.0,735.0,0.0,6.0,77.0,735.0,246.0,7181.0,0.0,0.0,392.0,831.0,1304.0,0.0,735.0,71.0,0.0,735.0,171.0,343.0,0.0,117.0,6.0,0.0,0.0,44.0,410.0,0.0,0.0,0.0,79.0,0.0,2042.0,0.0,0.0,125000.0,0.0,36.0,3.6,484530023123,48453002312,48453,48453,48,453,002312,3,1500000US484530023123,484530023123,3,BG,2831097,0,"POLYGON Z ((-97.712177 30.212402 0, -97.71155299999999 30.2133 0, -97.71129599999999 30.213738 0, -97.71083 30.21441 0, -97.710213 30.214975 0, -97.71039399999999 30.2151 0, -97.70961299999999 30.215818 0, -97.70707999999999 30.220212 0, -97.706699 30.220266 0, -97.70616799999999 30.220673 0, -97.70343299999999 30.224925 0, -97.702895 30.224696 0, -97.70111799999999 30.224027 0, -97.698334 30.222709 0, -97.696809 30.222029 0, -97.689528 30.228567 0, -97.688925 30.230892 0, -97.692021 30.232223 0, -97.691338 30.233297 0, -97.690406 30.234371 0, -97.689742 30.237881 0, -97.68955899999999 30.238853 0, -97.688205 30.23982 0, -97.683413 30.231671 0, -97.68310099999999 30.229361 0, -97.68328799999999 30.22229 0, -97.688149 30.219463 0, -97.69049 30.218264 0, -97.690744 30.218272 0, -97.70965199999999 30.212485 0, -97.71087299999999 30.21235 0, -97.71230199999999 30.21232 0, -97.712177 30.212402 0))"
484530023131,31.0,48,453,002313,1,0.0,227.0,22340.0,31.0,0.0,1072.0,0.0,17.0,104.0,139.0,0.0,0.0,41.0,0.0,75.0,85.0,1718.0,173.0,1433.0,41.0,0.0,0.0,0.0,215.0,0.0,0.0,1255.0,0.0,39.0,9.0,235.0,2353.0,18.0,0.0,131.0,836.0,28.3,124.0,30.0,0.0,1.0,234.0,7.0,0.0,21.0,0.0,2353.0,259.0,0.0,21.0,78.0,19.0,20.0,0.0,0.0,2183.0,0.0,1291.0,0.0,0.0,33.0,54.0,575.0,2353.0,373.0,133.0,36.0,9.0,0.0,17.0,0.0,8.0,0.0,1608.0,1255.0,0.0,0.0,37.0,1255.0,218.0,4787.0,0.0,0.0,76.0,1291.0,1139.0,0.0,1255.0,21.0,0.0,1255.0,110.0,65.0,0.0,0.0,8.0,0.0,0.0,9.0,589.0,9.0,0.0,0.0,122.0,0.0,908.0,0.0,0.0,99800.0,0.0,17.0,1.87,484530023131,48453002313,48453,48453,48,453,002313,1,1500000US484530023131,484530023131,1,BG,1805585,0,"POLYGON Z ((-97.732743 30.217632 0, -97.73184999999999 30.21956 0, -97.731763 30.220598 0, -97.731706 30.221277 0, -97.72777599999999 30.227462 0, -97.72713 30.227191 0, -97.72693599999999 30.227109 0, -97.72588599999999 30.226624 0, -97.724295 30.225656 0, -97.72291199999999 30.224195 0, -97.72047999999999 30.220158 0, -97.719931 30.219726 0, -97.71039399999999 30.2151 0, -97.710213 30.214975 0, -97.71083 30.21441 0, -97.71129599999999 30.213738 0, -97.71155299999999 30.2133 0, -97.712177 30.212402 0, -97.71230199999999 30.21232 0, -97.71639599999999 30.213057 0, -97.72795499999999 30.214325 0, -97.73463 30.215287 0, -97.732743 30.217632 0))"
484530023132,29.0,48,453,002313,2,0.0,178.0,15901.0,31.0,0.0,812.0,0.0,62.0,165.0,67.0,0.0,0.0,41.0,0.0,75.0,85.0,1519.0,173.0,1482.0,52.0,0.0,0.0,0.0,276.0,0.0,0.0,890.0,0.0,37.0,0.0,546.0,2434.0,0.0,0.0,72.0,901.0,29.8,126.0,113.0,0.0,0.0,22.0,52.0,0.0,0.0,0.0,2434.0,259.0,0.0,0.0,78.0,5.0,48.0,16.0,0.0,2325.0,0.0,902.0,66.0,0.0,33.0,54.0,524.0,2434.0,373.0,212.0,12.0,0.0,21.0,12.0,126.0,0.0,0.0,1377.0,890.0,0.0,0.0,37.0,890.0,218.0,4787.0,0.0,0.0,76.0,902.0,1193.0,0.0,890.0,21.0,0.0,890.0,142.0,124.0,13.0,0.0,0.0,0.0,0.0,0.0,559.0,0.0,0.0,0.0,152.0,0.0,1250.0,0.0,0.0,183000.0,0.0,19.0,2.73,484530023132,48453002313,48453,48453,48,453,002313,2,1500000US484530023132,484530023132,2,BG,626703,0,"POLYGON Z ((-97.73600399999999 30.231656 0, -97.733695 30.230916 0, -97.73101799999999 30.229751 0, -97.72900899999999 30.22812 0, -97.72777599999999 30.227462 0, -97.731706 30.221277 0, -97.731763 30.220598 0, -97.73184999999999 30.21956 0, -97.732743 30.217632 0, -97.73463 30.215287 0, -97.734911 30.215326 0, -97.73513699999999 30.215263 0, -97.73377599999999 30.217565 0, -97.733744 30.219944 0, -97.73436599999999 30.221309 0, -97.734804 30.224093 0, -97.735388 30.227788 0, -97.73600399999999 30.231656 0))"
