index,B25024_001E,state,county,tract,block group,B16004_029E,B25044_010E,B19301_001E,B15003_002E,B15003_001E,B27001_023E,B15003_004E,B15003_016E,B01001_026E,B16004_051E,B19055_001E,B15003_003E,B16004_066E,B27001_017E,B01001_021E,B01001_027E,B16004_035E,B15003_005E,C24010_001E,B16004_007E,B15003_013E,B01001_049E,B25024_010E,B16004_062E,B03002_001E,B01001_024E,B01001_001E,B16004_022E,B16004_018E,B15003_008E,B17021_002E,B03002_005E,B03002_012E,B27001_005E,B25044_003E,B01001_048E,B16004_034E,B27001_033E,B03002_006E,C24010_038E,B16004_030E,B15003_006E,B25002_001E,C24010_068E,B16004_061E,B15003_014E,B17021_001E,B16004_052E,B15003_010E,B27001_042E,B16004_001E,B25002_003E,B25010_001E,B27001_011E,B27001_020E,B16004_040E,B15003_015E,C24010_055E,B01001_022E,B16004_067E,B27001_026E,B27001_048E,B01001_023E,B01002_001E,B27001_014E,B01001_045E,B16004_057E,B01001_044E,B27001_036E,B19001_017E,B03002_004E,C24010_032E,B23025_003E,B19055_002E,B25003_003E,B27001_057E,B01001_046E,B15003_011E,B27001_045E,B16004_039E,B16004_012E,B01001_025E,B16004_008E,B27001_001E,B16004_017E,B11005_005E,B25077_001E,B15003_007E,B27001_029E,B15003_012E,B01001_003E,B16004_045E,B25003_001E,B16004_023E,B15003_009E,B11001_006E,B23025_005E,B16004_044E,B25044_001E,B27001_008E,B27001_039E,B16004_056E,B16004_013E,C24010_019E,B01001_020E,B11005_003E,B25064_001E,B27001_054E,B19001_001E,B27001_051E,B11001_001E,B01001_047E,bg_fips,tract_fips,country_fips,county_fips,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry
482015511003,1298.0,48,201,551100,3,41.0,217.0,24292.0,101.0,2005.0,59.0,0.0,71.0,1359.0,79.0,1159.0,0.0,0.0,253.0,62.0,45.0,0.0,0.0,1251.0,0.0,79.0,69.0,0.0,0.0,2729.0,14.0,2729.0,0.0,0.0,0.0,484.0,0.0,561.0,15.0,0.0,4.0,0.0,40.0,736.0,597.0,107.0,22.0,1298.0,0.0,53.0,7.0,2665.0,27.0,76.0,346.0,2639.0,139.0,2.28,114.0,98.0,0.0,74.0,129.0,93.0,0.0,0.0,132.0,32.0,40.3,292.0,8.0,0.0,26.0,336.0,0.0,1163.0,0.0,1341.0,432.0,767.0,0.0,27.0,0.0,240.0,73.0,0.0,76.0,0.0,10830.0,0.0,67.0,153700.0,0.0,0.0,0.0,45.0,0.0,1159.0,0.0,3.0,93.0,90.0,0.0,1159.0,128.0,108.0,0.0,0.0,147.0,34.0,206.0,895.0,0.0,1159.0,84.0,1159.0,112.0,482015511003,48201551100,48201,48201,48,201,551100,3,1500000US482015511003,482015511003,3,BG,1390487,0,"POLYGON ((-95.49834199999999 29.987865, -95.49153099999999 29.991625, -95.49075499999999 29.992053, -95.487425 29.993897, -95.48699599999999 29.99414, -95.48648799999999 29.994429, -95.48494099999999 29.995239, -95.48176699999999 29.990923, -95.47954299999999 29.987905, -95.481562 29.987166, -95.486769 29.991069, -95.486879 29.991117, -95.48708499999999 29.990612, -95.48731699999999 29.99005, -95.48841 29.987367, -95.48643299999999 29.988393, -95.482399 29.981278, -95.48390499999999 29.980912, -95.485446 29.981477, -95.485001 29.982562, -95.489784 29.983986, -95.491732 29.97916, -95.49175699999999 29.979099, -95.49839299999999 29.987836, -95.49834199999999 29.987865))"
482015511004,506.0,48,201,551100,4,88.0,0.0,32095.0,81.0,921.0,59.0,0.0,46.0,752.0,0.0,468.0,0.0,0.0,253.0,33.0,20.0,0.0,0.0,583.0,0.0,0.0,0.0,0.0,21.0,1249.0,33.0,1249.0,0.0,0.0,0.0,180.0,0.0,386.0,15.0,0.0,15.0,0.0,40.0,258.0,275.0,2.0,0.0,506.0,0.0,28.0,0.0,1231.0,0.0,0.0,346.0,1229.0,38.0,2.67,114.0,98.0,0.0,30.0,100.0,0.0,0.0,0.0,132.0,0.0,49.9,292.0,30.0,0.0,0.0,336.0,38.0,334.0,46.0,628.0,174.0,73.0,0.0,21.0,32.0,240.0,74.0,0.0,0.0,0.0,10830.0,0.0,64.0,123900.0,0.0,0.0,18.0,0.0,0.0,468.0,0.0,47.0,152.0,45.0,0.0,468.0,128.0,108.0,0.0,0.0,32.0,28.0,132.0,2412.5,0.0,468.0,84.0,468.0,30.0,482015511004,48201551100,48201,48201,48,201,551100,4,1500000US482015511004,482015511004,4,BG,649404,0,"POLYGON ((-95.491732 29.97916, -95.489784 29.983986, -95.485001 29.982562, -95.485446 29.981477, -95.487482 29.97714, -95.485812 29.976483, -95.482828 29.978813, -95.48145 29.976441, -95.48193499999999 29.974896, -95.48257699999999 29.974103, -95.486448 29.972288, -95.48655199999999 29.972225, -95.49175699999999 29.979099, -95.491732 29.97916))"
482015511005,519.0,48,201,551100,5,60.0,0.0,24504.0,27.0,1314.0,59.0,0.0,27.0,1136.0,0.0,519.0,27.0,0.0,253.0,27.0,39.0,0.0,0.0,969.0,21.0,47.0,0.0,0.0,0.0,2125.0,27.0,2125.0,0.0,0.0,0.0,378.0,0.0,919.0,15.0,0.0,24.0,55.0,40.0,544.0,494.0,100.0,24.0,519.0,0.0,16.0,0.0,2125.0,24.0,31.0,346.0,2016.0,0.0,4.09,114.0,98.0,0.0,0.0,78.0,0.0,0.0,0.0,132.0,0.0,33.4,292.0,0.0,0.0,16.0,336.0,72.0,545.0,39.0,996.0,57.0,57.0,0.0,23.0,29.0,240.0,37.0,0.0,0.0,0.0,10830.0,0.0,146.0,141400.0,41.0,0.0,10.0,70.0,0.0,519.0,0.0,36.0,173.0,27.0,0.0,519.0,128.0,108.0,0.0,0.0,43.0,5.0,344.0,1149.0,0.0,519.0,84.0,519.0,0.0,482015511005,48201551100,48201,48201,48,201,551100,5,1500000US482015511005,482015511005,5,BG,651669,0,"POLYGON ((-95.487482 29.97714, -95.485446 29.981477, -95.48390499999999 29.980912, -95.482399 29.981278, -95.478437 29.9834, -95.475331 29.979142, -95.47366699999999 29.977914, -95.47435999999999 29.977201, -95.48004499999999 29.974467, -95.48193499999999 29.974896, -95.48145 29.976441, -95.482828 29.978813, -95.485812 29.976483, -95.487482 29.97714))"
482015512001,1041.0,48,201,551200,1,72.0,135.0,18723.0,0.0,1836.0,60.0,0.0,98.0,1299.0,0.0,968.0,0.0,29.0,145.0,32.0,148.0,0.0,0.0,1482.0,0.0,60.0,0.0,0.0,0.0,2918.0,38.0,2918.0,0.0,0.0,68.0,1025.0,172.0,1225.0,92.0,0.0,29.0,0.0,0.0,235.0,542.0,369.0,0.0,1041.0,0.0,0.0,0.0,2918.0,0.0,254.0,128.0,2640.0,73.0,3.01,64.0,28.0,0.0,0.0,220.0,23.0,0.0,0.0,260.0,17.0,32.2,504.0,36.0,0.0,29.0,167.0,7.0,247.0,109.0,1519.0,192.0,702.0,29.0,64.0,0.0,91.0,23.0,0.0,0.0,133.0,7718.0,0.0,171.0,154500.0,0.0,0.0,0.0,130.0,0.0,968.0,0.0,0.0,111.0,37.0,0.0,968.0,0.0,0.0,0.0,0.0,381.0,61.0,416.0,1022.0,0.0,968.0,20.0,968.0,16.0,482015512001,48201551200,48201,48201,48,201,551200,1,1500000US482015512001,482015512001,1,BG,1046078,0,"POLYGON ((-95.506907 29.983165, -95.50518799999999 29.984064, -95.50256 29.985586, -95.49839299999999 29.987836, -95.49175699999999 29.979099, -95.493155 29.975684, -95.493262 29.975725, -95.49376099999999 29.975886, -95.494687 29.978414, -95.49760999999999 29.976384, -95.49646899999999 29.974778, -95.497163 29.974172, -95.500805 29.979096, -95.50254 29.978106, -95.503051 29.977845, -95.50353299999999 29.978519, -95.503682 29.978721, -95.503827 29.978911, -95.506773 29.982988, -95.506818 29.983053, -95.506907 29.983165))"
482015512002,447.0,48,201,551200,2,0.0,11.0,32865.0,0.0,848.0,60.0,0.0,41.0,562.0,45.0,447.0,0.0,0.0,145.0,0.0,67.0,0.0,0.0,514.0,0.0,0.0,25.0,0.0,0.0,1132.0,7.0,1132.0,0.0,0.0,0.0,46.0,0.0,256.0,92.0,33.0,19.0,0.0,0.0,110.0,188.0,0.0,0.0,447.0,0.0,11.0,59.0,1132.0,0.0,51.0,128.0,1031.0,0.0,2.53,64.0,28.0,0.0,11.0,33.0,53.0,0.0,0.0,260.0,0.0,44.6,504.0,32.0,0.0,22.0,167.0,42.0,257.0,25.0,646.0,173.0,72.0,29.0,34.0,0.0,91.0,0.0,0.0,17.0,0.0,7718.0,0.0,32.0,180200.0,0.0,0.0,0.0,34.0,0.0,447.0,0.0,0.0,54.0,132.0,0.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,2586.092715231788,0.0,447.0,20.0,447.0,14.0,482015512002,48201551200,48201,48201,48,201,551200,2,1500000US482015512002,482015512002,2,BG,948536,1784,"POLYGON ((-95.49996399999999 29.971871, -95.503051 29.977845, -95.50254 29.978106, -95.500805 29.979096, -95.497163 29.974172, -95.49646899999999 29.974778, -95.49760999999999 29.976384, -95.494687 29.978414, -95.49376099999999 29.975886, -95.493262 29.975725, -95.493155 29.975684, -95.494248 29.972907, -95.49598399999999 29.968581, -95.49674 29.966717, -95.49829699999999 29.962804, -95.504069 29.969948, -95.49996399999999 29.971871))"
482015512003,667.0,48,201,551200,3,18.0,0.0,35837.0,12.0,1638.0,60.0,0.0,0.0,998.0,0.0,667.0,0.0,0.0,145.0,41.0,19.0,0.0,0.0,1294.0,17.0,54.0,0.0,0.0,0.0,2367.0,12.0,2367.0,0.0,0.0,0.0,109.0,0.0,553.0,92.0,17.0,10.0,0.0,0.0,628.0,515.0,0.0,0.0,667.0,0.0,0.0,0.0,2367.0,0.0,59.0,128.0,2238.0,0.0,3.55,64.0,28.0,0.0,27.0,203.0,31.0,0.0,0.0,260.0,48.0,39.8,504.0,60.0,0.0,0.0,167.0,103.0,212.0,149.0,1319.0,154.0,0.0,29.0,19.0,0.0,91.0,0.0,0.0,0.0,0.0,7718.0,0.0,58.0,208200.0,0.0,0.0,0.0,110.0,0.0,667.0,0.0,0.0,92.0,25.0,0.0,667.0,0.0,0.0,0.0,0.0,23.0,14.0,296.0,2348.756906077348,0.0,667.0,20.0,667.0,40.0,482015512003,48201551200,48201,48201,48,201,551200,3,1500000US482015512003,482015512003,3,BG,1183151,1431,"POLYGON ((-95.510167 29.976157, -95.506164 29.977284, -95.50353299999999 29.978519, -95.503051 29.977845, -95.49996399999999 29.971871, -95.504069 29.969948, -95.49829699999999 29.962804, -95.498474 29.961156, -95.498333 29.956867, -95.500827 29.957301, -95.50252599999999 29.959559, -95.50397599999999 29.96321, -95.506484 29.9669, -95.50988599999999 29.975672, -95.510167 29.976157))"
482015512004,635.0,48,201,551200,4,0.0,0.0,30916.0,0.0,805.0,60.0,0.0,0.0,884.0,0.0,590.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,653.0,0.0,0.0,0.0,0.0,0.0,1301.0,67.0,1301.0,0.0,0.0,0.0,0.0,0.0,401.0,92.0,0.0,0.0,0.0,0.0,63.0,511.0,0.0,0.0,635.0,0.0,0.0,0.0,1301.0,0.0,0.0,128.0,1209.0,45.0,2.21,64.0,28.0,0.0,0.0,8.0,0.0,0.0,0.0,260.0,0.0,36.8,504.0,18.0,0.0,23.0,167.0,52.0,247.0,16.0,653.0,130.0,482.0,29.0,64.0,0.0,91.0,0.0,0.0,0.0,0.0,7718.0,0.0,274.0,179200.0,0.0,0.0,0.0,92.0,0.0,590.0,0.0,0.0,274.0,0.0,0.0,590.0,0.0,0.0,0.0,0.0,7.0,0.0,337.0,970.0,0.0,590.0,20.0,590.0,0.0,482015512004,48201551200,48201,48201,48,201,551200,4,1500000US482015512004,482015512004,4,BG,392178,0,"POLYGON ((-95.51313399999999 29.97974, -95.5086 29.982219, -95.506907 29.983165, -95.506818 29.983053, -95.506773 29.982988, -95.503827 29.978911, -95.503682 29.978721, -95.50353299999999 29.978519, -95.506164 29.977284, -95.510167 29.976157, -95.51110199999999 29.977336, -95.51154699999999 29.977794, -95.51313399999999 29.97974))"
482015513001,596.0,48,201,551300,1,101.0,0.0,21069.0,64.0,1536.0,25.0,0.0,25.0,1089.0,0.0,596.0,0.0,0.0,62.0,11.0,47.0,0.0,0.0,1340.0,0.0,0.0,0.0,83.0,14.0,2404.0,0.0,2404.0,0.0,0.0,0.0,210.0,0.0,694.0,0.0,9.0,14.0,23.0,9.0,852.0,565.0,40.0,0.0,596.0,0.0,10.0,11.0,2404.0,0.0,0.0,87.0,2330.0,0.0,4.03,52.0,13.0,0.0,23.0,229.0,41.0,0.0,0.0,47.0,0.0,30.4,68.0,19.0,0.0,11.0,0.0,10.0,729.0,103.0,1381.0,178.0,226.0,0.0,0.0,0.0,34.0,288.0,0.0,0.0,0.0,4434.0,8.0,122.0,151100.0,0.0,0.0,42.0,27.0,0.0,596.0,0.0,0.0,121.0,41.0,0.0,596.0,0.0,40.0,0.0,0.0,174.0,49.0,303.0,1433.0,0.0,596.0,49.0,596.0,12.0,482015513001,48201551300,48201,48201,48,201,551300,1,1500000US482015513001,482015513001,1,BG,1167149,584,"POLYGON ((-95.51217299999999 29.946363, -95.50586699999999 29.950059, -95.506249 29.951315, -95.50941499999999 29.956337, -95.50380699999999 29.959329, -95.50252599999999 29.959559, -95.500827 29.957301, -95.498333 29.956867, -95.498289 29.955662, -95.49808899999999 29.949553, -95.498074 29.949156, -95.498058 29.948692, -95.498284 29.948683, -95.49916999999999 29.94818, -95.499574 29.947674, -95.50292899999999 29.946624, -95.50523299999999 29.946878, -95.50813099999999 29.946049, -95.51217299999999 29.946363))"
482015513002,637.0,48,201,551300,2,34.0,0.0,32396.0,12.0,1368.0,25.0,0.0,0.0,950.0,0.0,607.0,0.0,0.0,62.0,50.0,125.0,0.0,0.0,1089.0,0.0,0.0,0.0,0.0,0.0,2030.0,0.0,2030.0,0.0,0.0,0.0,109.0,0.0,392.0,0.0,12.0,13.0,0.0,9.0,106.0,491.0,0.0,0.0,637.0,0.0,0.0,34.0,2030.0,0.0,0.0,87.0,1819.0,30.0,3.33,52.0,13.0,0.0,0.0,73.0,47.0,0.0,0.0,47.0,22.0,43.2,68.0,36.0,0.0,0.0,0.0,28.0,638.0,17.0,1214.0,156.0,37.0,0.0,12.0,2.0,34.0,9.0,0.0,12.0,0.0,4434.0,0.0,12.0,160500.0,0.0,0.0,37.0,86.0,0.0,607.0,0.0,0.0,91.0,125.0,0.0,607.0,0.0,40.0,0.0,0.0,32.0,0.0,190.0,2403.030303030303,0.0,607.0,49.0,607.0,22.0,482015513002,48201551300,48201,48201,48,201,551300,2,1500000US482015513002,482015513002,2,BG,819347,0,"POLYGON ((-95.520448 29.950226, -95.519054 29.950997, -95.51373699999999 29.95395, -95.50941499999999 29.956337, -95.506249 29.951315, -95.50586699999999 29.950059, -95.51217299999999 29.946363, -95.51505499999999 29.947283, -95.51837499999999 29.949043, -95.51971499999999 29.949218, -95.52013099999999 29.949792, -95.520448 29.950226))"
482015514001,382.0,48,201,551400,1,29.0,9.0,28421.0,0.0,685.0,36.0,0.0,0.0,485.0,0.0,356.0,0.0,0.0,72.0,6.0,35.0,0.0,0.0,512.0,0.0,0.0,6.0,0.0,0.0,960.0,14.0,960.0,0.0,0.0,0.0,75.0,0.0,252.0,0.0,0.0,6.0,0.0,9.0,0.0,241.0,0.0,0.0,382.0,0.0,0.0,0.0,951.0,0.0,0.0,188.0,914.0,26.0,2.7,33.0,101.0,0.0,28.0,82.0,40.0,0.0,0.0,90.0,7.0,33.3,138.0,25.0,0.0,0.0,0.0,14.0,71.0,0.0,512.0,89.0,169.0,0.0,35.0,0.0,25.0,0.0,0.0,16.0,0.0,5130.0,0.0,49.0,214100.0,0.0,0.0,0.0,11.0,0.0,356.0,0.0,0.0,51.0,0.0,0.0,356.0,77.0,18.0,0.0,0.0,63.0,0.0,134.0,1621.0,6.0,356.0,28.0,356.0,0.0,482015514001,48201551400,48201,48201,48,201,551400,1,1500000US482015514001,482015514001,1,BG,366489,0,"POLYGON ((-95.518963 29.97647, -95.51313399999999 29.97974, -95.51154699999999 29.977794, -95.51110199999999 29.977336, -95.514624 29.975307, -95.51195399999999 29.971968, -95.51475499999999 29.970587, -95.518934 29.976429, -95.518963 29.97647))"
482015514002,583.0,48,201,551400,2,0.0,0.0,33277.0,0.0,1123.0,36.0,0.0,11.0,801.0,9.0,563.0,0.0,0.0,72.0,24.0,104.0,0.0,0.0,655.0,0.0,9.0,23.0,0.0,0.0,1595.0,61.0,1595.0,0.0,0.0,0.0,88.0,0.0,517.0,0.0,0.0,12.0,0.0,9.0,111.0,249.0,28.0,0.0,583.0,0.0,0.0,27.0,1595.0,0.0,28.0,188.0,1446.0,20.0,2.83,33.0,101.0,0.0,8.0,16.0,44.0,0.0,0.0,90.0,0.0,39.3,138.0,8.0,0.0,22.0,0.0,21.0,197.0,95.0,722.0,235.0,66.0,0.0,36.0,0.0,25.0,0.0,0.0,0.0,0.0,5130.0,0.0,32.0,164600.0,0.0,0.0,0.0,45.0,0.0,563.0,0.0,0.0,81.0,67.0,0.0,563.0,77.0,18.0,0.0,0.0,13.0,11.0,176.0,1745.0,6.0,563.0,28.0,563.0,46.0,482015514002,48201551400,48201,48201,48,201,551400,2,1500000US482015514002,482015514002,2,BG,587931,0,"POLYGON ((-95.51475499999999 29.970587, -95.51195399999999 29.971968, -95.514624 29.975307, -95.51110199999999 29.977336, -95.510167 29.976157, -95.50988599999999 29.975672, -95.506484 29.9669, -95.51008999999999 29.964889, -95.51086199999999 29.965113, -95.51446199999999 29.970121, -95.51475499999999 29.970587))"
482015514003,1156.0,48,201,551400,3,118.0,0.0,35058.0,81.0,1864.0,36.0,0.0,65.0,1155.0,29.0,998.0,0.0,0.0,72.0,19.0,190.0,0.0,0.0,1489.0,0.0,92.0,21.0,170.0,42.0,2575.0,0.0,2575.0,0.0,0.0,0.0,345.0,0.0,867.0,0.0,25.0,0.0,15.0,9.0,659.0,550.0,30.0,20.0,1156.0,0.0,13.0,27.0,2575.0,0.0,59.0,188.0,2256.0,158.0,2.58,33.0,101.0,11.0,49.0,96.0,7.0,0.0,0.0,90.0,0.0,35.8,138.0,22.0,0.0,0.0,0.0,60.0,542.0,92.0,1529.0,190.0,438.0,0.0,56.0,0.0,25.0,142.0,0.0,55.0,0.0,5130.0,11.0,72.0,166800.0,0.0,0.0,0.0,129.0,0.0,998.0,0.0,0.0,110.0,40.0,0.0,998.0,77.0,18.0,0.0,0.0,128.0,36.0,284.0,1027.0,6.0,998.0,28.0,998.0,11.0,482015514003,48201551400,48201,48201,48,201,551400,3,1500000US482015514003,482015514003,3,BG,6960209,44928,"POLYGON ((-95.544276 29.963394, -95.538462 29.966158, -95.53635199999999 29.966937, -95.525132 29.973117, -95.518963 29.97647, -95.518934 29.976429, -95.51475499999999 29.970587, -95.51446199999999 29.970121, -95.51086199999999 29.965113, -95.51008999999999 29.964889, -95.506484 29.9669, -95.50397599999999 29.96321, -95.50252599999999 29.959559, -95.50380699999999 29.959329, -95.50941499999999 29.956337, -95.51373699999999 29.95395, -95.519054 29.950997, -95.520448 29.950226, -95.52013099999999 29.949792, -95.51971499999999 29.949218, -95.52025999999999 29.94922, -95.52065999999999 29.949219, -95.52445999999999 29.949374, -95.528052 29.950673, -95.529882 29.950614, -95.53266599999999 29.950674, -95.533378 29.950714, -95.542322 29.957046, -95.547051 29.961212, -95.544276 29.963394))"
482015515001,1461.0,48,201,551500,1,62.0,19.0,26508.0,0.0,1922.0,50.0,0.0,21.0,1612.0,0.0,1308.0,0.0,0.0,254.0,0.0,252.0,0.0,0.0,1600.0,0.0,0.0,0.0,132.0,0.0,3000.0,0.0,3000.0,0.0,0.0,0.0,768.0,47.0,971.0,0.0,18.0,0.0,0.0,0.0,259.0,821.0,103.0,0.0,1461.0,0.0,0.0,72.0,3000.0,0.0,30.0,165.0,2625.0,153.0,2.29,416.0,227.0,0.0,0.0,221.0,0.0,0.0,0.0,112.0,0.0,28.7,198.0,0.0,0.0,0.0,201.0,43.0,1149.0,54.0,1600.0,118.0,1212.0,0.0,47.0,0.0,54.0,0.0,0.0,0.0,0.0,8775.0,0.0,348.0,113100.0,0.0,0.0,22.0,123.0,0.0,1308.0,0.0,0.0,379.0,0.0,0.0,1308.0,0.0,140.0,0.0,0.0,175.0,52.0,484.0,1173.0,0.0,1308.0,61.0,1308.0,0.0,482015515001,48201551500,48201,48201,48,201,551500,1,1500000US482015515001,482015515001,1,BG,2527122,436,"POLYGON ((-95.56178199999999 29.94824, -95.553625 29.955522, -95.547051 29.961212, -95.542322 29.957046, -95.533378 29.950714, -95.53649799999999 29.950636, -95.54221799999999 29.949086, -95.547822 29.948755, -95.54754899999999 29.948235, -95.547427 29.943994, -95.561402 29.943924, -95.56173799999999 29.948212, -95.56178199999999 29.94824))"
482015515002,1728.0,48,201,551500,2,202.0,37.0,23379.0,218.0,3583.0,50.0,0.0,93.0,2972.0,0.0,1650.0,0.0,0.0,254.0,32.0,262.0,0.0,0.0,2710.0,0.0,10.0,33.0,17.0,78.0,5775.0,0.0,5775.0,0.0,0.0,23.0,417.0,0.0,2069.0,0.0,0.0,0.0,0.0,0.0,866.0,1232.0,293.0,0.0,1728.0,0.0,33.0,11.0,5775.0,0.0,269.0,165.0,5346.0,78.0,3.5,416.0,227.0,0.0,104.0,253.0,37.0,0.0,0.0,112.0,60.0,35.3,198.0,102.0,0.0,11.0,201.0,72.0,2071.0,250.0,3043.0,336.0,728.0,0.0,148.0,0.0,54.0,91.0,0.0,30.0,0.0,8775.0,53.0,417.0,143600.0,0.0,0.0,146.0,167.0,0.0,1650.0,0.0,24.0,560.0,333.0,0.0,1650.0,0.0,140.0,0.0,0.0,297.0,27.0,816.0,1216.0,0.0,1650.0,61.0,1650.0,0.0,482015515002,48201551500,48201,48201,48,201,551500,2,1500000US482015515002,482015515002,2,BG,7387464,62982,"POLYGON ((-95.58288499999999 29.934127, -95.573031 29.940065, -95.56726399999999 29.943535, -95.564036 29.946245, -95.56178199999999 29.94824, -95.56173799999999 29.948212, -95.561402 29.943924, -95.547427 29.943994, -95.54754899999999 29.948235, -95.547822 29.948755, -95.54221799999999 29.949086, -95.53649799999999 29.950636, -95.533378 29.950714, -95.527299 29.946008, -95.526776 29.945575, -95.525612 29.944546, -95.520212 29.940572, -95.520117 29.940566, -95.516576 29.937946, -95.51638 29.937943, -95.51639499999999 29.937726, -95.515315 29.936903, -95.51595999999999 29.936883, -95.52171899999999 29.936675, -95.525302 29.936495, -95.52829899999999 29.935942, -95.547895 29.928351, -95.54789599999999 29.929653, -95.54791399999999 29.933089, -95.548079 29.933525, -95.56389799999999 29.933693, -95.564376 29.933693, -95.564516 29.933693, -95.57212199999999 29.933649, -95.57561899999999 29.933633, -95.582807 29.933641, -95.58288499999999 29.934127))"
482015516001,862.0,48,201,551600,1,189.0,69.0,20313.0,156.0,1998.0,98.0,0.0,0.0,1360.0,8.0,805.0,0.0,0.0,301.0,22.0,54.0,0.0,4.0,1588.0,85.0,0.0,67.0,0.0,0.0,3143.0,27.0,3143.0,0.0,0.0,0.0,670.0,40.0,1327.0,0.0,0.0,34.0,0.0,90.0,392.0,544.0,81.0,0.0,862.0,0.0,23.0,9.0,2803.0,4.0,158.0,22.0,3016.0,57.0,3.59,275.0,164.0,0.0,16.0,214.0,51.0,0.0,0.0,227.0,9.0,42.3,224.0,81.0,0.0,5.0,239.0,21.0,263.0,124.0,1722.0,128.0,428.0,0.0,28.0,0.0,316.0,145.0,0.0,32.0,0.0,9042.0,0.0,141.0,142400.0,4.0,0.0,85.0,73.0,0.0,805.0,0.0,10.0,154.0,134.0,0.0,805.0,307.0,65.0,0.0,0.0,226.0,36.0,281.0,1031.0,0.0,805.0,55.0,805.0,20.0,482015516001,48201551600,48201,48201,48,201,551600,1,1500000US482015516001,482015516001,1,BG,909316,3201,"POLYGON ((-95.584796 29.932988, -95.58288499999999 29.934127, -95.582807 29.933641, -95.57561899999999 29.933633, -95.57556699999999 29.933523, -95.57512299999999 29.930298, -95.57674999999999 29.928714, -95.573426 29.925652, -95.57437999999999 29.925094, -95.576807 29.924449, -95.578588 29.924406, -95.58340699999999 29.924635, -95.584715 29.92462, -95.584796 29.932988))"
482015516002,777.0,48,201,551600,2,115.0,16.0,21797.0,53.0,1631.0,98.0,0.0,16.0,1369.0,27.0,777.0,0.0,0.0,301.0,8.0,71.0,0.0,0.0,1405.0,0.0,64.0,27.0,9.0,0.0,2829.0,0.0,2829.0,0.0,0.0,0.0,0.0,0.0,1405.0,0.0,0.0,0.0,0.0,90.0,93.0,553.0,32.0,0.0,777.0,0.0,0.0,114.0,2829.0,0.0,59.0,22.0,2674.0,0.0,3.64,275.0,164.0,0.0,16.0,70.0,39.0,0.0,0.0,227.0,0.0,29.9,224.0,17.0,0.0,8.0,239.0,24.0,248.0,67.0,1529.0,118.0,235.0,0.0,35.0,0.0,316.0,0.0,0.0,0.0,0.0,9042.0,0.0,193.0,125500.0,0.0,0.0,15.0,84.0,0.0,777.0,0.0,32.0,160.0,124.0,0.0,777.0,307.0,65.0,0.0,0.0,134.0,10.0,398.0,1349.0,0.0,777.0,55.0,777.0,25.0,482015516002,48201551600,48201,48201,48,201,551600,2,1500000US482015516002,482015516002,2,BG,773093,0,"POLYGON ((-95.57512299999999 29.930298, -95.57556699999999 29.933523, -95.57561899999999 29.933633, -95.57212199999999 29.933649, -95.564516 29.933693, -95.56463699999999 29.930003, -95.56588699999999 29.927161, -95.56720899999999 29.92752, -95.567386 29.927549, -95.570847 29.927233, -95.573426 29.925652, -95.57674999999999 29.928714, -95.57512299999999 29.930298))"
482015516003,1223.0,48,201,551600,3,130.0,0.0,24195.0,35.0,2568.0,98.0,0.0,66.0,1719.0,40.0,1198.0,0.0,0.0,301.0,9.0,69.0,0.0,0.0,1773.0,0.0,0.0,22.0,0.0,0.0,3322.0,21.0,3322.0,0.0,0.0,0.0,381.0,0.0,1269.0,0.0,0.0,18.0,0.0,90.0,594.0,861.0,56.0,2.0,1223.0,0.0,65.0,0.0,3322.0,39.0,50.0,22.0,3253.0,25.0,2.77,275.0,164.0,0.0,1.0,224.0,61.0,0.0,0.0,227.0,0.0,38.5,224.0,37.0,0.0,129.0,239.0,0.0,794.0,53.0,1863.0,355.0,411.0,0.0,31.0,22.0,316.0,44.0,0.0,2.0,0.0,9042.0,0.0,136.0,110900.0,9.0,0.0,87.0,0.0,0.0,1198.0,0.0,0.0,142.0,90.0,0.0,1198.0,307.0,65.0,0.0,0.0,20.0,65.0,338.0,1636.0,0.0,1198.0,55.0,1198.0,0.0,482015516003,48201551600,48201,48201,48,201,551600,3,1500000US482015516003,482015516003,3,BG,1373669,1972,"POLYGON ((-95.56588699999999 29.927161, -95.56463699999999 29.930003, -95.564516 29.933693, -95.564376 29.933693, -95.56389799999999 29.933693, -95.548079 29.933525, -95.54791399999999 29.933089, -95.54789599999999 29.929653, -95.547895 29.928351, -95.55164599999999 29.926791, -95.553505 29.925514, -95.554846 29.923875, -95.555497 29.924042, -95.55767299999999 29.925051, -95.56068599999999 29.926405, -95.56508799999999 29.926895, -95.56588699999999 29.927161))"
